Date/Time,Date/Time_clean,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep) ,Month,Day,DistrictHeatingWater:Facility [J](TimeStep),DistrictCooling:Facility [W](TimeStep),DistrictHeatingWater:Facility [W](TimeStep),ASHP_cooling_COP,ASHP_heating_COP,ASHP_cooling_exergy_efficiency,ASHP_heating_exergy_efficiency,Cooling_demand_W_m2,Heating_demand_W_m2,Cooling_exergy_demand_W_m2,Heating_exergy_demand_W_m2,ASHP_cooling_exergy_efficiency_zero_filled,ASHP_heating_exergy_efficiency_zero_filled
 07/10  01:00:00,07/10 01:00:00,25.3,22.0200290419957,24.203619108482343,22.32817944949288,22.355152668149078,22.29078510328324,22.462690656830723,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/10  02:00:00,07/10 02:00:00,25.1,22.02439946018396,23.663879920143163,22.31834291529154,22.348726734683268,22.28696723396447,22.45288964907453,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/10  03:00:00,07/10 03:00:00,24.9,22.012979730685647,23.066866472650144,22.29089109717997,22.32447567881179,22.265245827141644,22.422753578671504,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/10  04:00:00,07/10 04:00:00,24.8,22.004980764343134,22.57605883185319,22.266874815257125,22.30283844150543,22.245776992626475,22.397526101086065,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/10  05:00:00,07/10 05:00:00,24.6,22.0131399007979,22.11458725871545,22.26465115092028,22.30215347742116,22.247786506537143,22.3931607127927,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/10  06:00:00,07/10 06:00:00,24.5,22.00000068362023,23.292554597745973,22.00132023088132,22.001656012676197,22.00115927978988,22.00262069007532,4257456.113156551,0.0,7,0,0.0,1182.6266980990417,0.0,2.3196334325859764,,0.06853192700466668,,2.314337961054876,0.0,0.01960306050180581,-0.0,0.06853192700466668,0.0
 07/10  07:00:00,07/10 07:00:00,24.6,22.0,23.224816068436876,22.000000000052957,22.00000000010348,22.000000000034344,22.000000000329592,6939652.564093666,0.0,7,0,0.0,1927.6812678037961,0.0,2.3431108193659766,,0.07003601050254699,,3.7723703870915775,0.0,0.03323111301520637,-0.0,0.07003601050254699,0.0
 07/10  08:00:00,07/10 08:00:00,24.6,22.0,23.867512783687467,22.000000000002977,22.000000000005784,22.000000000001897,22.00000000001861,37541253.98271803,0.0,7,0,0.0,10428.126106310563,0.0,3.5201881371290478,,0.1052190665952465,,20.407291793171357,0.0,0.17976946861679097,-0.0,0.1052190665952465,0.0
 07/10  09:00:00,07/10 09:00:00,24.7,22.000000000000004,24.05448652219668,22.000000000000032,22.00000000000006,22.000000000000018,22.000000000000195,45420954.99585989,0.0,7,0,0.0,12616.931943294414,0.0,3.7275578079601104,,0.11270671230506832,,24.690669164959715,0.0,0.22586754784140844,-0.0,0.11270671230506832,0.0
 07/10  10:00:00,07/10 10:00:00,24.6,22.000000000000004,25.58715945571752,22.0,22.000000000000004,22.0,22.0,46882984.78716944,0.0,7,0,0.0,13023.051329769289,0.0,3.7643441225499528,,0.11251693360941754,,25.485423345928158,0.0,0.22450313636934988,-0.0,0.11251693360941754,0.0
 07/10  11:00:00,07/10 11:00:00,24.6,22.0,27.233217872968854,22.0,22.0,22.0,22.000000000000004,48323350.245638505,0.0,7,0,0.0,13423.152846010697,0.0,3.7928741720163845,,0.1133697020007179,,26.268400872819367,0.0,0.23140044814274358,-0.0,0.1133697020007179,0.0
 07/10  12:00:00,07/10 12:00:00,24.5,22.0,25.554086107113285,22.0,22.0,22.0,22.0,37212893.374019496,0.0,7,0,0.0,10336.914826116526,0.0,3.5146882006513676,,0.1038389737910777,,20.22879613721434,0.0,0.17134335200079995,-0.0,0.1038389737910777,0.0
 07/10  13:00:00,07/10 13:00:00,24.9,22.0,27.121315101937597,22.0,22.0,22.0,22.0,48699056.13678052,0.0,7,0,0.0,13527.515593550144,0.0,3.7828885957235046,,0.11699663163034273,,26.472633255479735,0.0,0.2601071876703038,-0.0,0.11699663163034273,0.0
 07/10  14:00:00,07/10 14:00:00,25.2,22.0,28.536006340849525,22.0,22.0,22.0,22.000000000000007,51975288.25169693,0.0,7,0,0.0,14437.580069915814,0.0,3.82128229772729,,0.12214930692267822,,28.253581350128794,0.0,0.3063237686613968,-0.0,0.12214930692267822,0.0
 07/10  15:00:00,07/10 15:00:00,25.6,22.0,28.834094206890832,22.0,22.0,22.0,22.000000000000004,53856128.484430015,0.0,7,0,0.0,14960.035690119448,0.0,3.8252720661599686,,0.12756934931241778,,29.275999393580133,0.0,0.35708486470232037,-0.0,0.12756934931241778,0.0
 07/10  16:00:00,07/10 16:00:00,26.1,22.0,29.017793093053463,22.0,22.0,22.000000000000004,22.0,55842818.54694702,0.0,7,0,0.0,15511.894040818615,0.0,3.821071240489575,,0.13403762462259255,,30.3559570270423,0.0,0.42168193735684684,-0.0,0.13403762462259255,0.0
 07/10  17:00:00,07/10 17:00:00,26.6,22.0,28.91267994699033,22.0,22.0,22.0,22.0,30547648.425812382,0.0,7,0,0.0,8485.457896058995,0.0,3.155558148454745,,0.11614978716401106,,16.60559275158316,0.0,0.25880307185255885,-0.0,0.11614978716401106,0.0
 07/10  18:00:00,07/10 18:00:00,27.1,22.0,28.566389912332408,22.0,22.0,22.0,22.0,16754643.716524825,0.0,7,0,0.0,4654.067699034674,0.0,2.331564607530293,,0.08985256718120013,,9.107764577367268,0.0,0.1573762471440736,-0.0,0.08985256718120013,0.0
 07/10  19:00:00,07/10 19:00:00,26.6,22.0,27.55658446872946,22.0,22.0,22.0,22.0,13422113.410211967,0.0,7,0,0.0,3728.364836169991,0.0,2.325348721046807,,0.08559143781392609,,7.296212986634034,0.0,0.11371363624772708,-0.0,0.08559143781392609,0.0
 07/10  20:00:00,07/10 20:00:00,26.0,22.0,26.297023613336428,22.0,22.000000000000004,22.0,22.0,9914233.638476076,0.0,7,0,0.0,2753.9537884655765,0.0,2.3182654258940194,,0.08051951426134137,,5.3893420517917345,0.0,0.07303868611609997,-0.0,0.08051951426134137,0.0
 07/10  21:00:00,07/10 21:00:00,25.5,22.0,25.13041779118472,22.0,22.0,22.0,22.0,8516828.23802809,0.0,7,0,0.0,2365.7856216744694,0.0,2.324282611648629,,0.0767087659697723,,4.629717459245537,0.0,0.054900935481481554,-0.0,0.0767087659697723,0.0
 07/10  22:00:00,07/10 22:00:00,25.3,22.634987352337923,24.51558256864332,22.55355097324493,22.55786442074981,22.53902200802355,22.57098909619625,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/10  23:00:00,07/10 23:00:00,25.0,22.41394092224588,24.019849147879047,22.54873661727251,22.559419476526173,22.53006693660125,22.576205066743704,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/10  24:00:00,07/10 24:00:00,24.8,22.38876900607661,23.65755911353041,22.514437681556352,22.53107247172874,22.497750549268325,22.54880389854844,0.0,0.0,7,0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  01:00:00,07/11 01:00:00,24.5,22.32633175397531,23.27737522812167,22.483200027188644,22.505265599458383,22.46885422391441,22.52322528382697,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  02:00:00,07/11 02:00:00,24.2,22.28058480608516,22.883682703736216,22.44384420930933,22.46984147024242,22.432129976977016,22.4879264763578,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  03:00:00,07/11 03:00:00,23.9,22.22815189803935,22.370634952357054,22.395365325851177,22.42624012484573,22.388613822978108,22.443014223641317,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  04:00:00,07/11 04:00:00,23.8,22.19022337189448,22.046745578409883,22.355971046259924,22.38913736776734,22.35110287569686,22.405440403425835,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  05:00:00,07/11 05:00:00,23.7,22.17839775564296,21.68108075373643,22.33899369794902,22.37387545170665,22.336978197254812,22.38941700791089,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  06:00:00,07/11 06:00:00,23.6,22.00077146518425,22.34080713191282,22.003523713052903,22.00422333742904,22.00346761150242,22.004567079216088,5357582.964795953,0.0,7,1,0.0,1488.217490221098,0.0,2.3650778462055855,,0.06251201967835665,,2.9123629945618354,0.0,0.015780185772593425,-0.0,0.06251201967835665,0.0
 07/11  07:00:00,07/11 07:00:00,23.9,22.000000009906152,22.495633978702504,22.000000513936843,22.00000072710384,22.00000049842243,22.00000084700591,7922237.51260954,0.0,7,1,0.0,2200.6215312804275,0.0,2.378574842504705,,0.0653369447265299,,4.306500061214144,0.0,0.027722683629921523,-0.0,0.0653369447265299,0.0
 07/11  08:00:00,07/11 08:00:00,24.3,22.000000000292573,23.4887315207328,22.00000001692717,22.000000024033305,22.000000016327448,22.00000002809968,36510610.729276046,0.0,7,1,0.0,10141.83631368779,0.0,3.5015334401321128,,0.10102802853597716,,19.847037795866516,0.0,0.15466097551970606,-0.0,0.10102802853597716,0.0
 07/11  09:00:00,07/11 09:00:00,24.6,22.00000000001353,24.46037228208296,22.000000000822517,22.000000001154863,22.00000000078397,22.00000000135196,43265240.046626456,0.0,7,1,0.0,12018.122235174016,0.0,3.682714108767974,,0.11007699758278748,,23.51883020581999,0.0,0.20717925981640437,-0.0,0.11007699758278748,0.0
 07/11  10:00:00,07/11 10:00:00,25.5,22.000000000000217,26.51001696855782,22.00000000001503,22.0000000000211,22.00000000001404,22.000000000024684,48156817.04860344,0.0,7,1,0.0,13376.893624612067,0.0,3.738464032082826,,0.12338127949081155,,26.177874020767252,0.0,0.31042710172007343,-0.0,0.12338127949081155,0.0
 07/11  11:00:00,07/11 11:00:00,26.3,22.000000000000004,28.348340165519176,22.000000000000476,22.000000000000657,22.000000000000437,22.000000000000767,52006581.22884423,0.0,7,1,0.0,14446.272563567842,0.0,3.7572318601986656,,0.13439741665180915,,28.27059210091554,0.0,0.4118703914414261,-0.0,0.13439741665180915,0.0
 07/11  12:00:00,07/11 12:00:00,27.2,22.0,30.036313132591523,22.00000000000001,22.000000000000018,22.00000000000001,22.00000000000002,41582987.5319828,0.0,7,1,0.0,11550.829869995223,0.0,3.4966639919674267,,0.13596199708663795,,22.60436373775973,0.0,0.39824730285058385,-0.0,0.13596199708663795,0.0
 07/11  13:00:00,07/11 13:00:00,26.9,22.0,30.975565561032194,22.0,22.0,22.0,22.0,53904880.959710576,0.0,7,1,0.0,14973.578044364049,0.0,3.7482172128841706,,0.1418538053211897,,29.30250106529168,0.0,0.4864721504995018,-0.0,0.1418538053211897,0.0
 07/11  14:00:00,07/11 14:00:00,26.5,22.000000000000004,31.14347884238449,22.0,22.0,22.0,22.0,56641785.04245967,0.0,7,1,0.0,15733.82917846102,0.0,3.806201407288705,,0.13878213435376113,,30.790272364894363,0.0,0.4694434207759612,-0.0,0.13878213435376113,0.0
 07/11  15:00:00,07/11 15:00:00,26.2,22.0,28.43771924389779,22.0,22.0,22.0,22.0,57949635.99627673,0.0,7,1,0.0,16097.121110076869,0.0,3.838734313584643,,0.1359850028534889,,31.501215479602482,0.0,0.44826395058218005,-0.0,0.1359850028534889,0.0
 07/11  16:00:00,07/11 16:00:00,25.6,22.0,28.63301724652204,22.0,22.0,22.0,22.0,56285638.90305804,0.0,7,1,0.0,15634.8996952939,0.0,3.8563354124468696,,0.12860528369950158,,30.596672593530137,0.0,0.3731933638377433,-0.0,0.12860528369950158,0.0
 07/11  17:00:00,07/11 17:00:00,25.0,22.0,27.99845319266777,22.0,22.0,22.0,22.0,28160728.076722343,0.0,7,1,0.0,7822.424465756207,0.0,3.1217889148122206,,0.09763003467502517,,15.308071361558135,0.0,0.1555961852775702,-0.0,0.09763003467502517,0.0
 07/11  18:00:00,07/11 18:00:00,24.4,22.0,25.93579877128973,22.0,22.0,22.0,22.0,15109289.219351586,0.0,7,1,0.0,4197.024783153218,0.0,2.4186955125072105,,0.070622041209954,,8.213355740025866,0.0,0.06678656200597038,-0.0,0.070622041209954,0.0
 07/11  19:00:00,07/11 19:00:00,24.3,22.0,24.77148567853389,22.0,22.0,22.0,22.0,12054711.968320198,0.0,7,1,0.0,3348.5311023111663,0.0,2.3992902438487067,,0.06922554571190764,,6.552898438965101,0.0,0.05106442964465449,-0.0,0.06922554571190764,0.0
 07/11  20:00:00,07/11 20:00:00,24.2,22.0,23.599232770140517,22.0,22.0,22.0,22.0,8837418.783829607,0.0,7,1,0.0,2454.83855106378,0.0,2.3757411908601567,,0.06772434914448701,,4.803989336719726,0.0,0.035808153619459306,-0.0,0.06772434914448701,0.0
 07/11  21:00:00,07/11 21:00:00,24.1,22.0,22.529125848654637,22.0,22.0,22.0,22.0,7536882.814529765,0.0,7,1,0.0,2093.5785595916013,0.0,2.3675302280806463,,0.06667137517271708,,4.097022621509983,0.0,0.029150423530987516,-0.0,0.06667137517271708,0.0
 07/11  22:00:00,07/11 22:00:00,24.0,22.597001500155194,21.848332792175547,22.48216844317477,22.49056635759409,22.4771918042298,22.493256668218557,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  23:00:00,07/11 23:00:00,24.0,22.365231509458347,21.3777577266402,22.46746022348517,22.48206980170305,22.46041737284561,22.484886963407234,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/11  24:00:00,07/11 24:00:00,23.9,22.333710292159697,21.07514881175487,22.420763559596654,22.440163952854352,22.41493485034596,22.44342808091899,0.0,0.0,7,1,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  01:00:00,07/12 01:00:00,23.8,22.27009029761897,21.06666090722496,22.38763755702565,22.41099408748891,22.38253986148304,22.41368759284096,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  02:00:00,07/12 02:00:00,23.7,22.22832733885309,21.283386166340303,22.34981031575873,22.37540399486149,22.34514379262847,22.3778132348374,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  03:00:00,07/12 03:00:00,23.6,22.183565960542836,21.631524688649165,22.31705401959649,22.3420855478523,22.3112396534221,22.34587381130393,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  04:00:00,07/12 04:00:00,23.6,22.143256531546434,21.3784384602822,22.257729474716893,22.285857122530828,22.255983521805927,22.28967343945803,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  05:00:00,07/12 05:00:00,23.5,22.1258897034525,20.87191905113636,22.231392243774653,22.26085606948916,22.23319220030431,22.26480645612124,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  06:00:00,07/12 06:00:00,23.5,22.00061513461954,20.47104232229197,22.00283096185911,22.003546665505567,22.002889420595537,22.00364624461388,3547937.133567085,0.0,7,2,0.0,985.5380926575236,0.0,2.350067053386831,,0.06130239847593114,,1.9286459738894788,0.0,0.009797650540582105,-0.0,0.06130239847593114,0.0
 07/12  07:00:00,07/12 07:00:00,23.9,22.000005809960747,21.06365183135465,22.00004695995197,22.000062764293357,22.00004778557649,22.000065216735216,6744831.22425287,0.0,7,2,0.0,1873.5642289591306,0.0,2.367477543624298,,0.06503211361900862,,3.6664662014855782,0.0,0.023602454154391505,-0.0,0.06503211361900862,0.0
 07/12  08:00:00,07/12 08:00:00,24.3,22.000000166721563,22.351744237713277,22.00000154497185,22.000002112727568,22.000001561219108,22.000002214238823,36318810.34849781,0.0,7,2,0.0,10088.55843013828,0.0,3.4949546069610737,,0.1008382126862356,,19.74277579283421,0.0,0.15384848723131558,-0.0,0.1008382126862356,0.0
 07/12  09:00:00,07/12 09:00:00,24.7,22.000000011923504,23.166276419811076,22.00000010956814,22.00000014682146,22.00000010966433,22.00000015371653,43194970.23717078,0.0,7,2,0.0,11998.60284365855,0.0,3.675486392189356,,0.11113227714431526,,23.480631787981505,0.0,0.21479825697109398,-0.0,0.11113227714431526,0.0
 07/12  10:00:00,07/12 10:00:00,25.5,22.000000000106084,25.71932601430699,22.000000001138137,22.000000001595563,22.00000000111149,22.0000000015941,48090769.0196865,0.0,7,2,0.0,13358.546949912916,0.0,3.7372112902513357,,0.12333993500047687,,26.141970547774786,0.0,0.31000134478877384,-0.0,0.12333993500047687,0.0
 07/12  11:00:00,07/12 11:00:00,26.2,22.000000000000583,30.02484858991524,22.000000000007955,22.000000000011667,22.00000000000747,22.00000000001107,52452919.96961305,0.0,7,2,0.0,14570.255547114737,0.0,3.769806800086668,,0.13354328447601851,,28.513220248756824,0.0,0.40574462153061785,-0.0,0.13354328447601851,0.0
 07/12  12:00:00,07/12 12:00:00,27.0,22.000000000000004,34.82554731227594,22.00000000000005,22.000000000000068,22.000000000000043,22.000000000000064,42662512.53348681,0.0,7,2,0.0,11850.69792596856,0.0,3.5348508029432133,,0.13500148256642822,,23.191189678999137,0.0,0.39287124646788507,-0.0,0.13500148256642822,0.0
 07/12  13:00:00,07/12 13:00:00,27.4,22.000000000000007,36.60515114240805,22.0,22.000000000000007,22.0,22.000000000000004,56221845.440875605,0.0,7,2,0.0,15617.179289132113,0.0,3.746043201231771,,0.14825013983318389,,30.561994694974782,0.0,0.5591555864911502,-0.0,0.14825013983318389,0.0
 07/12  14:00:00,07/12 14:00:00,27.7,22.0,35.576587229269066,22.0,22.0,22.0,22.000000000000004,59871911.618683055,0.0,7,2,0.0,16631.086560745294,0.0,3.7637000056519034,,0.15285439898413436,,32.54615765312191,0.0,0.6285383656540549,-0.0,0.15285439898413436,0.0
 07/12  15:00:00,07/12 15:00:00,28.1,22.0,33.960321266855274,22.0,22.0,22.000000000000004,22.000000000000004,61164143.35888034,0.0,7,2,0.0,16990.039821911207,0.0,3.7484824234767355,,0.1574226343262088,,33.24861021900432,0.0,0.6871642294966158,-0.0,0.1574226343262088,0.0
 07/12  16:00:00,07/12 16:00:00,27.8,22.0,32.59049675996193,22.000000000000004,22.0,22.0,22.0,61044496.424327806,0.0,7,2,0.0,16956.80456231328,0.0,3.7670747189546088,,0.15429445244388001,,33.18357057204164,0.0,0.6520911716681044,-0.0,0.15429445244388001,0.0
 07/12  17:00:00,07/12 17:00:00,27.4,22.000000000000004,31.379964773347325,22.0,22.000000000000004,22.000000000000004,22.0,31131588.95276293,0.0,7,2,0.0,8647.663597989704,0.0,3.1406987471951537,,0.12429355547541092,,16.92302073970588,0.0,0.30961989494972486,-0.0,0.12429355547541092,0.0
 07/12  18:00:00,07/12 18:00:00,27.1,22.0,30.13161289358859,22.0,22.0,22.000000000000004,22.0,17876591.82017417,0.0,7,2,0.0,4965.71995004838,0.0,2.394974030260361,,0.09229620498449038,,9.717651565652407,0.0,0.16791469755997815,-0.0,0.09229620498449038,0.0
 07/12  19:00:00,07/12 19:00:00,26.6,22.0,28.703364863351165,22.0,22.0,22.000000000000004,22.000000000000004,14655771.80382605,0.0,7,2,0.0,4071.047723285014,0.0,2.334828418730771,,0.08594036653479618,,7.9668252901859375,0.0,0.12416532723989637,-0.0,0.08594036653479618,0.0
 07/12  20:00:00,07/12 20:00:00,26.2,22.000000000000004,27.04498241108906,22.0,22.0,22.0,22.0,11286192.99794903,0.0,7,2,0.0,3135.053610541397,0.0,2.322737621393796,,0.08228167314298736,,6.135134267204299,0.0,0.08730328281300376,-0.0,0.08228167314298736,0.0
 07/12  21:00:00,07/12 21:00:00,25.7,22.0,25.78949133606796,22.0,22.0,22.0,22.0,9893155.219307004,0.0,7,2,0.0,2748.0986720297233,0.0,2.3292989798459276,,0.07848568886191608,,5.377883898296915,0.0,0.06741714526070981,-0.0,0.07848568886191608,0.0
 07/12  22:00:00,07/12 22:00:00,25.5,22.693030969867078,24.945412507276703,22.63477637926261,22.652659369893296,22.61637196996851,22.63987183354009,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  23:00:00,07/12 23:00:00,25.3,22.51663159274667,24.341075184813672,22.66569540876767,22.690577867148857,22.643313086899965,22.6756358435809,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/12  24:00:00,07/12 24:00:00,25.1,22.493611494201524,23.857427783268324,22.641459291103068,22.67570100806988,22.62104844027396,22.65911595736451,0.0,0.0,7,2,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/13  01:00:00,07/13 01:00:00,24.9,22.446735276916783,23.485572273589327,22.62377140100842,22.66388612040065,22.60517114887972,22.64700553593054,0.0,0.0,7,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/13  02:00:00,07/13 02:00:00,24.7,22.412681252092423,23.08738647322296,22.59093467505104,22.63527816178086,22.5748367296726,22.618849173706597,0.0,0.0,7,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/13  03:00:00,07/13 03:00:00,24.5,22.372748996536675,22.761315063437785,22.556681326133575,22.604970152584,22.543226141398986,22.588217461003246,0.0,0.0,7,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/13  04:00:00,07/13 04:00:00,24.1,22.31769712909145,22.235274427508195,22.50592567238965,22.558820222037237,22.49811418243115,22.5415926473376,0.0,0.0,7,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/13  05:00:00,07/13 05:00:00,23.8,22.29608304580509,21.63633044222079,22.480999914454603,22.53684168075064,22.47810560895385,22.51941561162789,0.0,0.0,7,3,0.0,0.0,0.0,,,,,0.0,0.0,0.0,-0.0,0.0,0.0
 07/13  06:00:00,07/13 06:00:00,23.4,22.002131418794967,22.34041282817202,22.006769191395264,22.00832281643286,22.00665340991836,22.00785347774529,7677332.823691873,0.0,7,3,0.0,2132.5924510255204,0.0,2.3949264415578453,,0.06164418949959722,,4.173370745646811,0.0,0.019765480991164174,-0.0,0.06164418949959722,0.0
 07/13  07:00:00,07/13 07:00:00,23.4,22.00000010978912,22.14292693204451,22.000001756263085,22.00000271941279,22.00000168734003,22.00000241397903,9228498.707861546,0.0,7,3,0.0,2563.471863294874,0.0,2.4088637537279562,,0.06200292883188773,,5.01657898883537,0.0,0.02379539227847174,-0.0,0.06200292883188773,0.0
 07/13  08:00:00,07/13 08:00:00,23.3,22.000000005308,22.781428358541795,22.00000009234021,22.00000014371001,22.00000008836922,22.000000127085507,34219012.67423146,0.0,7,3,0.0,9505.28129839763,0.0,3.469608896597386,,0.08810586356021477,,18.601333264966005,0.0,0.08193031728031704,-0.0,0.08810586356021477,0.0
 07/13  09:00:00,07/13 09:00:00,23.3,22.000000000043062,22.73494812598872,22.000000000843343,22.000000001296986,22.00000000079765,22.000000001137117,40661887.639292,0.0,7,3,0.0,11294.968788692222,0.0,3.684138291300706,,0.0935535373882138,,22.103657120728418,0.0,0.09735644335419387,-0.0,0.0935535373882138,0.0
 07/13  10:00:00,07/13 10:00:00,23.8,22.0000000000004,24.545579896053788,22.000000000009383,22.00000000001472,22.000000000008704,22.000000000012797,43590954.232684486,0.0,7,3,0.0,12108.598397967913,0.0,3.734649518171767,,0.10129510591425148,,23.695887275866756,0.0,0.14451159443181646,-0.0,0.10129510591425148,0.0
 07/13  11:00:00,07/13 11:00:00,24.2,22.00000000000001,26.228162414555744,22.000000000000277,22.000000000000423,22.00000000000025,22.00000000000037,46162295.56993524,0.0,7,3,0.0,12822.859880537566,0.0,3.771628734707592,,0.10751638362604464,,25.093659257412067,0.0,0.18704404664173008,-0.0,0.10751638362604464,0.0
 07/13  12:00:00,07/13 12:00:00,24.7,22.0,27.880953247943424,22.000000000000007,22.00000000000001,22.000000000000007,22.00000000000001,37433561.03348018,0.0,7,3,0.0,10398.21139818894,0.0,3.511452574226056,,0.10617253854817289,,20.348750289997923,0.0,0.18614814766388202,-0.0,0.10617253854817289,0.0
 07/13  13:00:00,07/13 13:00:00,24.6,22.000000000000004,32.14096189796906,22.0,22.0,22.0,22.0,49277316.24833383,0.0,7,3,0.0,13688.143402314952,0.0,3.810613913168886,,0.1138999461050088,,26.78697339004883,0.0,0.23596859499958456,-0.0,0.1138999461050088,0.0
 07/13  14:00:00,07/13 14:00:00,24.5,22.0,37.587558801047706,22.0,22.0,22.0,22.0,53449214.60004089,0.0,7,3,0.0,14847.004055566915,0.0,3.884013384356237,,0.11475042478807017,,29.05480245707811,0.0,0.24610200285514364,-0.0,0.11475042478807017,0.0
 07/13  15:00:00,07/13 15:00:00,24.4,22.0,41.32983607306056,22.0,22.0,22.0,22.0,54961527.61807829,0.0,7,3,0.0,15267.091005021748,0.0,3.910692909074459,,0.11418597932479854,,29.8768904207862,0.0,0.24294269696726128,-0.0,0.11418597932479854,0.0
 07/13  16:00:00,07/13 16:00:00,24.4,22.0,41.43181261010254,22.0,22.0,22.0,22.0,55883527.2513086,0.0,7,3,0.0,15523.202014252389,0.0,3.922512887729659,,0.11453110380010835,,30.37808613356632,0.0,0.2470181491463983,-0.0,0.11453110380010835,0.0
 07/13  17:00:00,07/13 17:00:00,24.5,22.0,39.45520901377535,22.0,22.0,22.0,22.0,31866891.939570352,0.0,7,3,0.0,8851.914427658432,0.0,3.314981691079035,,0.09793878639762815,,17.322728821249378,0.0,0.14672817907207747,-0.0,0.09793878639762815,0.0
 07/13  18:00:00,07/13 18:00:00,24.5,22.0,36.39952671181235,22.0,22.0,22.0,22.0,20425526.21121221,0.0,7,3,0.0,5673.7572808922805,0.0,2.684151267334976,,0.0793013482813156,,11.103243211139493,0.0,0.09404746070760248,-0.0,0.0793013482813156,0.0
 07/13  19:00:00,07/13 19:00:00,24.2,22.0,33.40336664707445,22.0,22.0,22.0,22.0,17513773.91553903,0.0,7,3,0.0,4864.937198760842,0.0,2.4740045295970505,,0.07052550471072566,,9.520425046498712,0.0,0.07096369677214026,-0.0,0.07052550471072566,0.0
 07/13  20:00:00,07/13 20:00:00,23.8,21.999999999999996,29.56890924683777,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,11972501.417201322,0.0,7,3,0.0,3325.694838111478,0.0,2.4170047868117126,,0.06555655482102586,,6.508209076539096,0.0,0.03969092440376186,-0.0,0.06555655482102586,0.0
 07/13  21:00:00,07/13 21:00:00,23.5,22.0,26.487852847299,22.0,22.0,22.0,22.0,9431417.302402165,0.0,7,3,0.0,2619.838139556157,0.0,2.406931287840533,,0.06278572379402614,,5.126884813221442,0.0,0.026055657190689707,-0.0,0.06278572379402614,0.0
