Date/Time,Date/Time_clean,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep) ,Month,Day,DistrictHeatingWater:Facility [J](TimeStep),DistrictCooling:Facility [W](TimeStep),DistrictHeatingWater:Facility [W](TimeStep),ASHP_cooling_COP,ASHP_heating_COP,ASHP_cooling_exergy_efficiency,ASHP_heating_exergy_efficiency,Cooling_demand_W_m2,Heating_demand_W_m2,Cooling_exergy_demand_W_m2,Heating_exergy_demand_W_m2,ASHP_cooling_exergy_efficiency_zero_filled,ASHP_heating_exergy_efficiency_zero_filled
 04/08  23:00:00,04/08 23:00:00,10.7,19.416059288728285,8.324442251043264,19.60392910390203,19.662717891741917,19.54439782830205,19.56265193814892,0.0,0.0,4,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/08  24:00:00,04/08 24:00:00,10.6,19.301003971989445,7.885800848113706,19.471827261772965,19.53777548165086,19.426544655434554,19.4309845069872,0.0,0.0,4,5,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  01:00:00,04/09 01:00:00,10.5,19.19110256765656,7.561951259498729,19.35203707842333,19.41600161188929,19.31304621246853,19.3108972344182,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  02:00:00,04/09 02:00:00,10.3,19.072281897064787,7.351725943834138,19.229131413846652,19.29352508097532,19.198470145784235,19.189062556226386,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  03:00:00,04/09 03:00:00,10.2,18.972062446067397,7.167296309731968,19.11630616100945,19.17963464191901,19.09253022353597,19.076953986728817,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  04:00:00,04/09 04:00:00,10.5,18.909345417456795,7.182919731426527,19.028908866630125,19.088740096546505,19.00817054313839,18.98775376728812,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  05:00:00,04/09 05:00:00,10.7,18.838604714893226,7.303774318259593,18.940862349326185,18.99738811580183,18.923634492683416,18.89827311122973,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  06:00:00,04/09 06:00:00,11.0,18.785883202461868,7.520718814326396,18.8610016241818,18.914438701467624,18.847059503060567,18.81633286034913,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  07:00:00,04/09 07:00:00,11.5,18.75532315942201,7.804047338657133,18.80250315746721,18.84875909292745,18.78711659166362,18.753845530508254,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  08:00:00,04/09 08:00:00,12.0,18.73865600045935,8.791069528851608,18.8092390860119,18.84363035196365,18.7875043646154,18.74994061992865,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  09:00:00,04/09 09:00:00,12.5,18.733000846240635,10.564903613242656,18.855525129774573,18.87358278728469,18.808279687570867,18.785898328858348,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  10:00:00,04/09 10:00:00,13.2,18.75907106204407,12.436693424782284,18.92702154355143,18.932581345210806,18.85648930113182,18.84196563267079,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  11:00:00,04/09 11:00:00,13.9,18.79507105664877,14.950623869758866,19.00469429096716,18.994528509633845,18.90809094834177,18.903227668393875,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  12:00:00,04/09 12:00:00,14.6,18.83900731731075,17.066650450604854,19.088429605734447,19.052048236107307,18.9630132582018,18.967289077673342,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  13:00:00,04/09 13:00:00,15.8,18.93619986186236,18.905332898612677,19.169673903975045,19.114054449262877,19.020810334034284,19.034330001885795,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  14:00:00,04/09 14:00:00,16.9,19.05797092053833,20.16280400158135,19.22953959776311,19.163482045727022,19.065389638044,19.086074312376333,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  15:00:00,04/09 15:00:00,18.1,19.15462749902862,20.89814634313632,19.274647826613908,19.20336464345178,19.103702130237988,19.13688869384711,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  16:00:00,04/09 16:00:00,18.1,19.164970527911574,20.5843115031331,19.270476504208624,19.20346465382049,19.10548444918325,19.14168918568257,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  17:00:00,04/09 17:00:00,18.0,19.168033648236424,19.79478606366247,19.234307520801774,19.17533668933621,19.08329884475846,19.11314331511105,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  18:00:00,04/09 18:00:00,18.0,19.168940475198387,18.73989794791063,19.17252603179689,19.12353134191857,19.03994690754973,19.06142441588307,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  19:00:00,04/09 19:00:00,17.1,19.10182795959407,17.080467239004584,19.07583798407487,19.03924496013484,18.9676317248171,18.978436391780757,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  20:00:00,04/09 20:00:00,16.1,19.014275879711537,15.564434560369628,18.999896244877128,18.972419748611063,18.91156082723757,18.9139403918458,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  21:00:00,04/09 21:00:00,15.2,18.91973818368889,14.313671803231111,18.93614670227388,18.91552856758705,18.864532699981797,18.85972107261121,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  22:00:00,04/09 22:00:00,15.0,18.87252521845257,13.371924992458208,18.893083382914625,18.87746057757612,18.83443525505991,18.823869456775764,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  23:00:00,04/09 23:00:00,14.8,18.831362383993746,12.710343105763137,18.8599460134484,18.847091162947525,18.8108014291402,18.79613154037741,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/09  24:00:00,04/09 24:00:00,14.6,18.962750557359044,13.622948775218443,18.926122836234725,18.91476914870336,18.890153286290555,18.86630345896668,0.0,0.0,4,6,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  01:00:00,04/10 01:00:00,14.4,18.950296206205508,12.90947539803986,18.927500447416985,18.915786219027964,18.89644303994971,18.868897720482053,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  02:00:00,04/10 02:00:00,14.2,18.940423057973923,12.029609310876827,18.919258639977173,18.909490213239053,18.8967449293644,18.864812678189423,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  03:00:00,04/10 03:00:00,14.0,18.918726158801302,12.986253201194636,18.86848475860064,18.86305420790376,18.858506834139284,18.820595421781185,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  04:00:00,04/10 04:00:00,13.8,18.890762255493883,12.403239696407582,18.870567830286117,18.863892113031525,18.863424406122228,18.823271205043657,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  05:00:00,04/10 05:00:00,13.6,18.89041907013287,11.62295581178869,18.869998769097798,18.86301801995344,18.86964406441965,18.82463824102913,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  06:00:00,04/10 06:00:00,13.4,21.98411656748715,11.355368239344514,21.9819630832683,21.98177512490233,21.98193716967329,21.98136076058093,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  07:00:00,04/10 07:00:00,13.0,22.0,11.079058713089331,22.0,22.000000000000004,22.0,22.000000000000004,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  08:00:00,04/10 08:00:00,12.6,22.0,12.508822195345218,22.0,22.0,22.0,22.000000000000004,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  09:00:00,04/10 09:00:00,12.2,22.0,15.53794005518585,22.0,22.0,22.0,22.0,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  10:00:00,04/10 10:00:00,13.5,22.0,21.341585956490636,22.0,21.999999999999996,22.0,22.0,600705.1637378418,0.0,4,0,0.0,166.86254548273382,0.0,,,,,0.32654118489771783,0.0,-0.009404032090904972,0.0,0.0,0.0
 04/10  11:00:00,04/10 11:00:00,14.9,22.0,26.61246991476354,22.0,22.0,22.000000000000004,22.0,2264958.307957448,0.0,4,0,0.0,629.1550855437356,0.0,,,,,1.2312232593810872,0.0,-0.02961777110488142,0.0,0.0,0.0
 04/10  12:00:00,04/10 12:00:00,16.2,21.99999999999999,30.894746998861933,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,5956922.475588807,0.0,4,0,0.0,1654.7006876635576,0.0,2.649973047014909,,0.002213645238214692,,3.2381618153885667,0.0,-0.06363319847282312,0.0,0.002213645238214692,0.0
 04/10  13:00:00,04/10 13:00:00,16.3,22.0,33.87746734116338,22.0,22.0,22.0,22.0,8808151.472796116,0.0,4,0,0.0,2446.7087424433657,0.0,2.671871736211473,,0.003156114372316877,,4.788079730808935,0.0,-0.09246842102527814,0.0,0.003156114372316877,0.0
 04/10  14:00:00,04/10 14:00:00,16.4,22.0,35.7794418145511,22.000000000000004,22.0,22.0,22.0,10889723.72114037,0.0,4,0,0.0,3024.9232558723247,0.0,2.6853327641520734,,0.004100847231503835,,5.919614982137622,0.0,-0.11231524275782061,0.0,0.004100847231503835,0.0
 04/10  15:00:00,04/10 15:00:00,16.5,22.0,36.15244200660889,22.0,22.0,22.000000000000004,22.0,12653981.695870796,0.0,4,0,0.0,3514.9949155196655,0.0,2.6952285199844552,,0.005048214362495699,,6.878659325870187,0.0,-0.12818101403451154,0.0,0.005048214362495699,0.0
 04/10  16:00:00,04/10 16:00:00,15.5,22.0,33.552135448855374,22.0,22.0,22.0,22.0,11319383.066368949,0.0,4,0,0.0,3144.2730739913745,0.0,,,,,6.153176270041829,0.0,-0.13550955702277462,0.0,0.0,0.0
 04/10  17:00:00,04/10 17:00:00,14.4,21.999999999999996,29.39898897798503,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,3418142.6810830305,0.0,4,0,0.0,949.4840780786196,0.0,,,,,1.8580901723652048,0.0,-0.04784511370481305,0.0,0.0,0.0
 04/10  18:00:00,04/10 18:00:00,13.4,22.0,24.54722969758735,22.0,22.0,22.0,22.0,55319.33717717731,0.0,4,0,0.0,15.366482549215918,0.0,,,,,0.03007139442116618,0.0,-0.0008762120685144142,0.0,0.0,0.0
 04/10  19:00:00,04/10 19:00:00,13.1,22.0,19.728595837147484,22.0,22.0,22.0,22.0,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  20:00:00,04/10 20:00:00,12.7,22.0,16.445866717230963,22.0,22.0,22.0,22.0,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  21:00:00,04/10 21:00:00,12.4,22.0,14.235204271253606,22.0,22.0,22.0,22.0,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  22:00:00,04/10 22:00:00,11.4,21.08996847521022,12.412774176504133,21.39852130566298,21.40979609517956,21.342300195777558,21.400831699140102,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  23:00:00,04/10 23:00:00,10.4,20.62723365011407,10.88430071207165,21.07121180307829,21.106950512704945,21.050277797533973,21.099769742478124,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/10  24:00:00,04/10 24:00:00,9.4,20.41293915249683,9.539920072170656,20.871116037144358,20.911971937712465,20.86444752372404,20.90646080008698,0.0,0.0,4,0,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  01:00:00,04/11 01:00:00,8.8,20.22136571126069,8.444236385853293,20.67983031313604,20.727392421613228,20.683632169421813,20.72417667373997,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  02:00:00,04/11 02:00:00,8.1,20.04749781501497,7.467083075035904,20.49252576073147,20.54597608714191,20.51136174701913,20.543608615728008,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  03:00:00,04/11 03:00:00,7.5,19.881851760710013,6.6089480114211145,20.30821213657465,20.37039818097638,20.332934459361333,20.362986568514224,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  04:00:00,04/11 04:00:00,7.6,19.7682005541874,6.154304440171954,20.165948436770694,20.231462675474862,20.1982092023146,20.222963126351413,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  05:00:00,04/11 05:00:00,7.6,19.678678825980395,5.866839008598122,20.056445059555905,20.116727415105323,20.095630567707765,20.10945719986445,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  06:00:00,04/11 06:00:00,7.7,21.988294060580564,5.785517031338931,21.99076536204023,21.991272181371663,21.991316555735008,21.99120325515445,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  07:00:00,04/11 07:00:00,8.0,22.0,5.883827695446557,22.0,22.0,22.000000000000004,22.0,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  08:00:00,04/11 08:00:00,8.4,22.0,7.570855617605133,22.0,22.0,22.0,22.0,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  09:00:00,04/11 09:00:00,8.7,22.0,10.531398659191796,22.0,22.0,22.0,22.0,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  10:00:00,04/11 10:00:00,10.1,22.000000000000018,18.109601466245323,22.00000000000001,22.00000000000001,22.00000000000001,22.00000000000001,1349220.1298086597,0.0,4,1,0.0,374.78336939129434,0.0,,,,,0.7334312512549791,0.0,-0.029570834795643694,0.0,0.0,0.0
 04/11  11:00:00,04/11 11:00:00,11.6,22.000000000000004,25.832860915033518,22.000000000000004,22.000000000000004,22.000000000000004,22.000000000000004,3341883.7899525566,0.0,4,1,0.0,928.301052764599,0.0,,,,,1.816636111085321,0.0,-0.06401157226931145,0.0,0.0,0.0
 04/11  12:00:00,04/11 12:00:00,13.0,21.999999999999996,31.604107181249045,21.999999999999996,21.99999999999999,21.99999999999999,21.99999999999999,6268837.016306117,0.0,4,1,0.0,1741.343615640588,0.0,,,,,3.40771744743755,0.0,-0.10391142479057397,0.0,0.0,0.0
 04/11  13:00:00,04/11 13:00:00,13.3,22.0,34.25557212881099,22.0,22.0,22.0,22.0,6038149.73486183,0.0,4,1,0.0,1677.2638152393972,0.0,,,,,3.282316663873576,0.0,-0.09675132974995777,0.0,0.0,0.0
 04/11  14:00:00,04/11 14:00:00,13.5,21.999999999999996,34.66887814637587,22.0,22.000000000000004,22.0,22.0,7096002.892463158,0.0,4,1,0.0,1971.1119145730995,0.0,,,,,3.8573618680491184,0.0,-0.11108783966938005,0.0,0.0,0.0
 04/11  15:00:00,04/11 15:00:00,13.8,22.000000000000004,33.386138854775126,22.0,22.0,22.0,22.0,8770437.010539055,0.0,4,1,0.0,2436.2325029275153,0.0,,,,,4.76757828361549,0.0,-0.1324551649183364,0.0,0.0,0.0
 04/11  16:00:00,04/11 16:00:00,12.9,21.999999999999996,30.999841132770367,21.999999999999996,21.999999999999996,21.999999999999996,21.99999999999999,9085824.91963666,0.0,4,1,0.0,2523.8402554546274,0.0,,,,,4.939022026329995,0.0,-0.15227884275657483,0.0,0.0,0.0
 04/11  17:00:00,04/11 17:00:00,11.9,21.999999999999996,27.26049225404123,21.999999999999996,21.999999999999996,21.999999999999996,22.0,5969933.639655168,0.0,4,1,0.0,1658.3148999042135,0.0,,,,,3.2452346377773256,0.0,-0.1110515664629885,0.0,0.0,0.0
 04/11  18:00:00,04/11 18:00:00,11.0,22.0,22.452779336108563,22.0,22.000000000000007,22.0,22.0,3081255.455177045,0.0,4,1,0.0,855.9042931047347,0.0,,,,,1.674959477700068,0.0,-0.06242437491004837,0.0,0.0,0.0
 04/11  19:00:00,04/11 19:00:00,9.6,21.999999999999996,17.04428861501747,21.999999999999996,21.99999999999999,21.99999999999999,21.99999999999999,656308.1046688876,0.0,4,1,0.0,182.30780685246876,0.0,,,,,0.35676674530815805,0.0,-0.01498867573037827,0.0,0.0,0.0
 04/11  20:00:00,04/11 20:00:00,8.3,21.999999999999996,12.513785838195044,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  21:00:00,04/11 21:00:00,6.9,22.0,9.384031375658996,22.0,22.0,22.0,22.0,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  22:00:00,04/11 22:00:00,6.3,20.78849026152396,7.157882476187508,21.249766452813816,21.22486781594993,21.112728397185844,21.401547117509185,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  23:00:00,04/11 23:00:00,5.7,20.352701768410704,5.522057283620436,20.843197072991384,20.81164133113149,20.68519164152472,21.070359108578963,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/11  24:00:00,04/11 24:00:00,5.1,20.12378999103158,4.269016748014639,20.648754146810624,20.614051865751,20.48239162761372,20.90463001687487,0.0,0.0,4,1,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  01:00:00,04/12 01:00:00,4.6,19.908012341976217,3.0606679932778698,20.43723238194254,20.40575677886515,20.27546240106638,20.71129527219885,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  02:00:00,04/12 02:00:00,4.1,19.717250838041554,1.7851885220895642,20.25289240018644,20.228101411555823,20.10004616911798,20.53221067860376,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  03:00:00,04/12 03:00:00,3.6,19.52904249527033,0.3756274369732196,20.07248495339543,20.04478956990282,19.924676669040338,20.345036871754708,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  04:00:00,04/12 04:00:00,2.8,19.317816987553684,-0.7374454331121523,19.857901823024743,19.836495180310163,19.73051721817971,20.133055053714287,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  05:00:00,04/12 05:00:00,2.1,19.148289543909637,-1.4705679728564829,19.672209675557188,19.65644797359385,19.5649488880252,19.946800864043965,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  06:00:00,04/12 06:00:00,1.3,21.98418185988838,-1.9915173641292587,21.988004121337315,21.98777459652408,21.986935735792574,21.9904842341077,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  07:00:00,04/12 07:00:00,2.8,21.9997337442568,-1.3843350998599817,21.999743079167693,21.9997437251002,21.999708819826395,21.99981327010653,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  08:00:00,04/12 08:00:00,4.4,21.99999976439457,3.172772978003734,21.99999970474556,21.99999984008609,21.999999641925648,21.999999796226746,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  09:00:00,04/12 09:00:00,5.9,21.999999999915232,9.737365101753836,21.99999999987392,21.999999999990003,21.999999999823338,21.9999999999138,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  10:00:00,04/12 10:00:00,7.8,21.99999999999999,18.69791856545188,21.999999999999982,22.0,21.999999999999964,21.999999999999982,842873.8968051561,0.0,4,2,0.0,234.13163800143226,0.0,,,,,0.4581832446211982,0.0,-0.02204371361552095,0.0,0.0,0.0
 04/12  11:00:00,04/12 11:00:00,9.7,21.999999999999982,26.38153860302533,21.999999999999982,21.999999999999982,21.999999999999982,21.999999999999982,1691852.396944194,0.0,4,2,0.0,469.958999151165,0.0,,,,,0.9196849298457241,0.0,-0.03832669705946952,0.0,0.0,0.0
 04/12  12:00:00,04/12 12:00:00,11.6,21.999999999999996,32.677887024005834,22.0,22.0,22.0,22.0,3898220.7057258864,0.0,4,2,0.0,1082.8390849238574,0.0,,,,,2.1190588746063748,0.0,-0.07466783769576901,0.0,0.0,0.0
 04/12  13:00:00,04/12 13:00:00,13.1,21.999999999999996,36.61783723275705,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,4586943.893033659,0.0,4,2,0.0,1274.1510813982386,0.0,,,,,2.4934463432450853,0.0,-0.07518777724845407,0.0,0.0,0.0
 04/12  14:00:00,04/12 14:00:00,14.5,22.0,38.2909535226258,22.000000000000004,22.0,22.0,22.0,7316329.211731614,0.0,4,2,0.0,2032.3136699254483,0.0,,,,,3.977130469521425,0.0,-0.10106209900528786,0.0,0.0,0.0
 04/12  15:00:00,04/12 15:00:00,16.0,22.0,38.459299750994376,22.000000000000004,22.0,22.0,22.000000000000004,10926794.06911045,0.0,4,2,0.0,3035.2205747529024,0.0,2.7011674638204357,,0.0003877917650506776,,5.93976629110157,0.0,-0.12074740893311661,0.0,0.0003877917650506776,0.0
 04/12  16:00:00,04/12 16:00:00,15.2,22.0,36.37397709618941,22.0,22.0,22.0,22.0,11439971.091326028,0.0,4,2,0.0,3177.7697475905634,0.0,,,,,6.218727490392492,0.0,-0.14327408753064222,0.0,0.0,0.0
 04/12  17:00:00,04/12 17:00:00,14.5,21.999999999999996,32.68782352511598,21.999999999999996,21.999999999999996,22.0,22.0,6805342.352425503,0.0,4,2,0.0,1890.3728756737507,0.0,,,,,3.6993598349779857,0.0,-0.09400372272517335,0.0,0.0,0.0
 04/12  18:00:00,04/12 18:00:00,13.7,22.0,27.45691174161317,22.0,22.0,22.0,22.0,3345977.4980279487,0.0,4,2,0.0,929.4381938966524,0.0,,,,,1.8188614361969713,0.0,-0.05114873766029089,0.0,0.0,0.0
 04/12  19:00:00,04/12 19:00:00,12.4,22.0,21.411831797637827,22.0,21.999999999999996,22.0,22.0,822698.9061126435,0.0,4,2,0.0,228.52747392017875,0.0,,,,,0.44721619162461596,0.0,-0.014546079754688567,0.0,0.0,0.0
 04/12  20:00:00,04/12 20:00:00,11.2,22.0,16.321732172764023,22.0,22.0,22.0,22.000000000000007,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  21:00:00,04/12 21:00:00,9.9,21.999999999999996,12.617479872867133,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  22:00:00,04/12 22:00:00,8.5,20.948540588605557,9.62186362633458,21.356200958477647,21.325300870952248,21.14258392249061,21.53187351652143,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  23:00:00,04/12 23:00:00,7.0,20.44407147439012,7.123756664671819,20.96054764755809,20.9308581330106,20.71990098185947,21.23045822560934,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/12  24:00:00,04/12 24:00:00,5.6,20.17996693500608,4.994146082660544,20.753530783090923,20.72106441899973,20.496521507553208,21.061100559900343,0.0,0.0,4,2,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/13  01:00:00,04/13 01:00:00,4.8,19.94812493191789,3.269871288442635,20.53864752729676,20.511307090455983,20.283285450256013,20.863849678138312,0.0,0.0,4,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/13  02:00:00,04/13 02:00:00,4.0,19.73597012192288,1.815286280137752,20.33350561399887,20.309126558760152,20.09022664645795,20.66672650673077,0.0,0.0,4,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/13  03:00:00,04/13 03:00:00,3.2,19.529352224488047,0.5903263442417449,20.13312962749829,20.1153912095434,19.905917809571967,20.46838941085461,0.0,0.0,4,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/13  04:00:00,04/13 04:00:00,2.8,19.346273325894657,-0.3267314407623245,19.937022155491423,19.922781230590303,19.72493088520307,20.2680871606014,0.0,0.0,4,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/13  05:00:00,04/13 05:00:00,2.3,19.195685317661123,-1.096174608870744,19.772267707298777,19.760570492440703,19.576477603390884,20.097000907590072,0.0,0.0,4,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/13  06:00:00,04/13 06:00:00,1.9,21.984774981230032,-1.62398589550916,21.98900648793491,21.988896036148965,21.987119226113,21.991743859463423,0.0,0.0,4,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
 04/13  07:00:00,04/13 07:00:00,3.4,21.999609880964496,-1.0656844112098451,21.99965306238716,21.999652916143148,21.99956509425412,21.999767636219417,0.0,0.0,4,3,0.0,0.0,0.0,,,,,0.0,0.0,-0.0,0.0,0.0,0.0
