Date/Time,Date/Time_clean,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),DistrictHeatingWater:Facility [W](TimeStep),Heating_demand_W_m2,Heating_exergy_demand_W_m2,ASHP_heating_COP,ASHP_heating_exergy_efficiency
 02/24  17:00:00,02/24 17:00:00,-1.4,22.0,6800.1009433477,13.307438245298826,1.0550366083008378,2.988692863178872,0.27358106748825023
 02/24  18:00:00,02/24 18:00:00,-2.0,22.000000000000004,5333.891761132982,10.438144346639886,0.848773384107597,2.791233625229487,0.2611045678683563
 02/24  19:00:00,02/24 19:00:00,-2.5,22.0,5990.056946579053,11.72222494438171,0.9730459465944504,2.8156093187797957,0.26809107645791663
 02/24  20:00:00,02/24 20:00:00,-2.9,22.0,6721.811852506196,13.154230631127586,1.1097419709133551,2.8584422329415387,0.27599176887063814
 02/24  21:00:00,02/24 21:00:00,-3.4,22.0,6812.078548964256,13.33087778662281,1.1472278359485653,2.823413253043313,0.2773289491643854
 02/24  22:00:00,02/24 22:00:00,-3.8,22.0,7015.372044776029,13.728712416391446,1.200070406040656,2.805616501996437,0.27933254315793254
 02/27  07:00:00,02/27 07:00:00,-0.7,21.970286923438582,18076.816501017107,35.37537475737203,2.717433979663491,3.2302020865204346,0.2881295038681399
 02/27  08:00:00,02/27 08:00:00,-0.3,21.99891293644025,22554.825929349277,44.138602601466296,3.3347331242185136,2.8373163241043518,0.2492905801341404
 02/27  09:00:00,02/27 09:00:00,0.2,21.999990573764663,17472.50943903736,34.1927777671964,2.5255031571123103,3.351871312863244,0.28889744167729486
 02/27  10:00:00,02/27 10:00:00,1.2,21.999999916427505,13995.259187165537,27.387982753748606,1.9301034699318755,3.5442137813230024,0.2936270988045155
 02/27  11:00:00,02/27 11:00:00,2.2,21.999999999355506,11961.040192605522,23.407123664590063,1.5702559666095548,3.6020223927615107,0.28637478789202436
 02/27  12:00:00,02/27 12:00:00,3.2,21.999999999995623,10454.521213932107,20.458945624133282,1.3031617067037842,3.6180380193684014,0.27555297744714125
 02/27  13:00:00,02/27 13:00:00,3.5,21.99999999999997,7732.836011744947,15.132751490694613,0.9485207608939529,3.4366496676221914,0.25829166012808513
 02/27  14:00:00,02/27 14:00:00,3.8,22.0,8916.567313496591,17.449251102733054,1.0759829580543494,3.5609864571531094,0.2640652451094067
 02/27  15:00:00,02/27 15:00:00,4.1,22.000000000000004,8288.94688039375,16.22103107709149,0.9837589574112728,3.5294897458075813,0.25818987452908393
