,T_b,T_b_f_in,T_b_f_out,T_tank_w,COP,g_conv,Q_b_unit,Q_ref_cond,Q_ref_evap,Q_env_loss,Q_use_loss,total_loss,Q_ref,is_on,E_cmp,E_pmp,Xc_g,Xg,Xb,X_ref_tank,dV_w_serv,dV_w_sup_tank,dV_w_sup_mix
2117,288.66659462805933,288.66659462805933,288.66659462805933,65.18904661595218,0.0,31.12809620978806,0.0,0.0,0.0,29.396319235739057,0.0,29.396319235739057,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,288.6691331800302,288.6691331800302,288.6691331800302,65.18066408576512,0.0,31.14634614466711,0.0,0.0,0.0,29.39253922136281,0.0,29.39253922136281,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,288.671635359181,288.671635359181,288.671635359181,65.17228263347097,0.0,31.16450045603729,0.0,0.0,0.0,29.38875969305111,0.0,29.38875969305111,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,288.6741019934165,288.6741019934165,288.6741019934165,65.16390225893116,0.0,31.182560511660803,0.0,0.0,0.0,29.38498065074146,0.0,29.38498065074146,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,288.6765338854228,288.6765338854228,288.6765338854228,65.15552296200708,0.0,31.20052764820263,0.0,0.0,0.0,29.381202094371364,0.0,29.381202094371364,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,288.6789318136242,288.6789318136242,288.6789318136242,65.14714474256017,0.0,31.218403172177027,0.0,0.0,0.0,29.377424023878334,0.0,29.377424023878334,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,288.6812965330907,288.6812965330907,288.6812965330907,65.13876760045189,0.0,31.23618836085823,0.0,0.0,0.0,29.373646439199895,0.0,29.373646439199895,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,288.68362877640493,288.68362877640493,288.68362877640493,65.13039153554368,0.0,31.25388446315714,0.0,0.0,0.0,29.369869340273578,0.0,29.369869340273578,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,288.6859292544953,288.6859292544953,288.6859292544953,65.12201654769704,0.0,31.271492700465405,0.0,0.0,0.0,29.366092727036914,0.0,29.366092727036914,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,288.6881986574292,288.6881986574292,288.6881986574292,65.11364263677348,0.0,31.289014267468254,0.0,0.0,0.0,29.36231659942746,0.0,29.36231659942746,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,288.69043765517347,288.69043765517347,288.69043765517347,65.10526980263451,0.0,31.306450332927596,0.0,0.0,0.0,29.358540957382758,0.0,29.358540957382758,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,288.6926468983193,288.6926468983193,288.6926468983193,65.09689804514167,0.0,31.32380204043659,0.0,0.0,0.0,29.35476580084038,0.0,29.35476580084038,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,288.69482701878127,288.69482701878127,288.69482701878127,65.08852736415653,0.0,31.341070509146938,0.0,0.0,0.0,29.350991129737896,0.0,29.350991129737896,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,288.69697863045957,288.69697863045957,288.69697863045957,65.08015775954065,0.0,31.358256834470062,0.0,0.0,0.0,29.34721694401288,0.0,29.34721694401288,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,288.69910232988076,288.69910232988076,288.69910232988076,65.07178923115562,0.0,31.37536208875332,0.0,0.0,0.0,29.343443243602916,0.0,29.343443243602916,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,288.70119869680684,288.70119869680684,288.70119869680684,65.06342177886306,0.0,31.39238732193225,0.0,0.0,0.0,29.339670028445607,0.0,29.339670028445607,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,288.7032682948222,288.7032682948222,288.7032682948222,65.05505540252459,0.0,31.409333562159954,0.0,0.0,0.0,29.335897298478546,0.0,29.335897298478546,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,288.70531167189375,288.70531167189375,288.70531167189375,65.04669010200185,0.0,31.426201816414427,0.0,0.0,0.0,29.33212505363935,0.0,29.33212505363935,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,288.7073293609099,288.7073293609099,288.7073293609099,65.03832587715651,0.0,31.44299307108485,0.0,0.0,0.0,29.32835329386563,0.0,29.32835329386563,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,288.7093218801953,288.7093218801953,288.7093218801953,65.02996272785026,0.0,31.459708292537734,0.0,0.0,0.0,29.324582019095022,0.0,29.324582019095022,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,288.711289734007,288.711289734007,288.711289734007,65.02160065394479,0.0,31.47634842766368,0.0,0.0,0.0,29.320811229265157,0.0,29.320811229265157,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2138,288.71323341300945,288.71323341300945,288.71323341300945,65.0132396553018,0.0,31.492914404405546,0.0,0.0,0.0,29.31704092431367,0.0,29.31704092431367,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,288.7151533947293,288.7151533947293,288.7151533947293,65.00487973178305,0.0,31.509407132268784,0.0,0.0,0.0,29.31327110417822,0.0,29.31327110417822,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,288.71705014399447,288.71705014399447,288.71705014399447,64.99652088325028,0.0,31.525827502814714,0.0,0.0,0.0,29.309501768796466,0.0,29.309501768796466,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,288.7189241133535,288.7189241133535,288.7189241133535,64.98816310956526,0.0,31.542176390137293,0.0,0.0,0.0,29.305732918106067,0.0,29.305732918106067,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,288.72077574348026,288.72077574348026,288.72077574348026,64.97980641058979,0.0,31.558454651324205,0.0,0.0,0.0,29.301964552044705,0.0,29.301964552044705,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,288.722605463561,288.722605463561,288.722605463561,64.97145078618566,0.0,31.574663126902756,0.0,0.0,0.0,29.298196670550062,0.0,29.298196670550062,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,288.7244136916689,288.7244136916689,288.7244136916689,64.96309623621468,0.0,31.59080264127111,0.0,0.0,0.0,29.294429273559818,0.0,29.294429273559818,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,288.7262008351207,288.7262008351207,288.7262008351207,64.95474276053872,0.0,31.606874003115664,0.0,0.0,0.0,29.290662361011684,0.0,29.290662361011684,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,288.72796729082233,288.72796729082233,288.72796729082233,64.94639035901963,0.0,31.62287800581495,0.0,0.0,0.0,29.286895932843365,0.0,29.286895932843365,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,288.7297134456001,288.7297134456001,288.7297134456001,64.93803903151928,0.0,31.638815427830565,0.0,0.0,0.0,29.28312998899257,0.0,29.28312998899257,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,288.73143967652135,288.73143967652135,288.73143967652135,64.92968877789957,0.0,31.654687033085594,0.0,0.0,0.0,29.27936452939703,0.0,29.27936452939703,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,288.73314635119874,288.73314635119874,288.73314635119874,64.9213395980224,0.0,31.670493571331185,0.0,0.0,0.0,29.275599553994457,0.0,29.275599553994457,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,288.7348338280876,288.7348338280876,288.7348338280876,64.91299149174971,0.0,31.68623577850154,0.0,0.0,0.0,29.27183506272261,0.0,29.27183506272261,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
