,T_b,T_b_f_in,T_b_f_out,T_tank_w,COP,g_conv,Q_b_unit,Q_ref_cond,Q_ref_evap,Q_env_loss,Q_use_loss,total_loss,Q_ref,is_on,E_cmp,E_pmp,Xc_g,Xg,Xb,X_ref_tank,dV_w_serv,dV_w_sup_tank,dV_w_sup_mix
15,289.15,289.15,289.15,59.884374897062806,0.0,0.0,0.0,0.0,0.0,27.004232966891713,0.0,27.004232966891713,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,289.15,289.15,289.15,59.87667448408905,0.0,0.0,0.0,0.0,0.0,27.00076054614353,0.0,27.00076054614353,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,289.15,289.15,289.15,59.868975061296126,0.0,0.0,0.0,0.0,0.0,26.997288571907042,0.0,26.997288571907042,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,289.15,289.15,289.15,59.8612766285567,0.0,0.0,0.0,0.0,0.0,26.99381704412483,0.0,26.99381704412483,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,289.15,289.15,289.15,59.85357918574347,0.0,0.0,0.0,0.0,0.0,26.990345962739493,0.0,26.990345962739493,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,289.15,289.15,289.15,59.845882732729144,0.0,0.0,0.0,0.0,0.0,26.986875327693628,0.0,26.986875327693628,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,289.15,289.15,289.15,59.838187269386445,0.0,0.0,0.0,0.0,0.0,26.983405138929836,0.0,26.983405138929836,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,289.15,289.15,289.15,59.83049279558811,0.0,0.0,0.0,0.0,0.0,26.979935396390733,0.0,26.979935396390733,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,289.15,289.15,289.15,59.82279931120689,0.0,0.0,0.0,0.0,0.0,26.97646610001894,0.0,26.97646610001894,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,289.15,289.15,289.15,59.81510681611557,0.0,0.0,0.0,0.0,0.0,26.972997249757086,0.0,26.972997249757086,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,289.15,289.15,289.15,59.80741531018694,0.0,0.0,0.0,0.0,0.0,26.969528845547806,0.0,26.969528845547806,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,289.15,289.15,289.15,59.79972479329379,0.0,0.0,0.0,0.0,0.0,26.966060887333743,0.0,26.966060887333743,,False,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
