Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Day Type Index [](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),BLDG_OCC_SCH:Schedule Value [](TimeStep),BLDG_LIGHT_SCH:Schedule Value [](TimeStep),BLDG_EQUIP_SCH:Schedule Value [](TimeStep),BLDG_SWH_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CORE_ZN  IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),CORE_ZN  IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_2  IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_2  IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),DistrictHeating:Facility [J](TimeStep),DistrictCooling:Facility [J](TimeStep) 
 03/01  08:00:00,1.0,56.0,1.2,360.0,25.0,0.0,4.0,-0.2557222309654513,20.999784843039408,20.999402202209155,20.99917724347656,20.99926754879214,20.999246387665207,0.2,0.3,0.4,0.19,24.0,21.0,8340213.487982925,0.0,12548151.271399131,0.0,8774888.485169117,0.0,13625487.095205863,0.0,8504480.674410005,0.0,51793221.01416704,0.0 
 03/01  09:00:00,1.4,57.0,1.0,50.0,131.0,228.0,4.0,2.2573390832340478,21.35951432802741,20.999999415453794,20.99999964042132,20.999998920217995,20.999998772839974,0.95,0.9,0.9,0.35,24.0,21.0,0.0,0.0,2316404.6044676189,0.0,616201.6466093487,0.0,3431767.5916223728,0.0,2282166.439275385,0.0,8646540.281974726,0.0 
 03/01  10:00:00,2.3,48.0,1.4,50.0,154.0,547.0,4.0,7.5719044351884758,21.81349644323776,21.371308061136909,21.77392811071655,20.99999999982378,20.9999999997484,0.95,0.9,0.9,0.38,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1125742.378131474,0.0,847072.0701233237,0.0,1972814.4482547977,0.0 
 03/01  11:00:00,3.3,44.0,1.7,50.0,187.0,662.0,4.0,15.043186449254466,22.15479251946479,22.379925085627595,22.15860519733794,21.02314539557931,20.999999999999984,0.95,0.9,0.9,0.39,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37415.580605232535,0.0,37415.580605232535,0.0 
 03/01  12:00:00,4.2,43.0,2.1,20.0,103.0,867.0,4.0,21.033037101751263,22.44954065082856,23.299294222356076,21.84325121254807,21.18156591709958,21.200475464057108,0.95,0.9,0.9,0.47,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/01  13:00:00,5.5,36.0,2.4,20.0,217.0,686.0,4.0,25.186322097516674,22.42811597241101,23.739685644290494,21.701854517631607,21.099505943266786,21.17432846005754,0.5,0.9,0.8,0.57,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/01  14:00:00,6.7,33.0,2.8,20.0,368.0,314.0,4.0,25.60738588355289,22.962784612681327,23.999432872624284,22.155884188165368,21.66312840633058,21.735501935323656,0.95,0.9,0.9,0.54,24.0,21.0,0.0,0.0,0.0,536878.0581999773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536878.0581999773 
 03/01  15:00:00,8.0,33.0,3.1,250.0,292.0,45.0,4.0,21.632846868259248,23.100870129567967,23.733255036927063,22.22951719505474,21.75556185807298,21.900921897476097,0.95,0.9,0.9,0.34,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/01  16:00:00,7.2,34.0,2.2,250.0,263.0,106.0,4.0,20.079241275860129,23.290720154775206,23.69523939301198,22.363159928035218,21.92393513515914,22.306537436363354,0.95,0.9,0.9,0.33,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/01  17:00:00,6.5,39.0,1.4,250.0,190.0,97.0,4.0,17.84957085890696,23.42587253309135,23.594643955465125,22.414726445275244,22.004790587816634,22.532970831467499,0.95,0.9,0.9,0.44,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/01  18:00:00,5.7,46.0,0.5,360.0,73.0,52.0,4.0,14.229306867587673,22.71861619409062,22.61408158368649,21.608628505671349,21.206317582578394,21.709907317093007,0.3,0.5,0.5,0.26,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/01  19:00:00,4.3,47.0,0.7,360.0,0.0,0.0,4.0,9.741601570002097,22.13520097547606,21.69399757713574,21.03815397239872,21.00002729304215,21.039044855921806,0.1,0.3,0.4,0.21,24.0,21.0,0.0,0.0,0.0,0.0,252500.68068030786,0.0,1237860.9691921492,0.0,345808.584789659,0.0,1836170.234662116,0.0 
 03/01  20:00:00,3.0,52.0,0.8,360.0,0.0,0.0,4.0,6.255876886413526,21.808874546316909,21.178730482283826,21.000019516489166,21.000000024307768,21.000025734638564,0.1,0.3,0.4,0.15,24.0,21.0,0.0,0.0,0.0,0.0,817108.8612292906,0.0,2453673.073047303,0.0,1088095.615415714,0.0,4358877.549692308,0.0 
 03/01  21:00:00,1.6,60.0,1.0,250.0,0.0,0.0,4.0,3.7640392510617577,21.47300355229494,21.000022080230126,21.000000029552909,21.000000000047288,21.000000045110917,0.05,0.2,0.4,0.17,24.0,21.0,0.0,0.0,718184.4657574212,0.0,1583418.6870866689,0.0,3289099.527317505,0.0,1838465.5061904879,0.0,7429168.186352083,0.0 
 03/01  22:00:00,1.2,59.0,1.2,250.0,0.0,0.0,4.0,1.963946412713351,21.30952056840291,21.000000036330275,21.00000000010244,21.000000000000193,21.000000000174454,0.05,0.2,0.4,0.08,24.0,21.0,0.0,0.0,1302492.6247754,0.0,1892215.8922954519,0.0,3666826.78673103,0.0,2133448.236569628,0.0,8994983.54037151,0.0 
 03/01  23:00:00,0.8,62.0,1.3,250.0,0.0,0.0,4.0,0.17119598405761844,19.52345991896022,19.429415048596725,19.411929513560133,19.39326601222712,19.366849899252555,0.05,0.1,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/01  24:00:00,0.4,69.0,1.5,20.0,0.0,0.0,4.0,-0.9175630759202071,19.46945982990308,19.27279097436633,18.903619622012564,18.826728534298828,18.810148446432199,0.05,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  01:00:00,-0.1,73.0,1.0,20.0,0.0,0.0,5.0,-2.0180587858690108,19.097520040173877,18.87045888537653,18.505121061556907,18.435717776054739,18.41074367529996,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  02:00:00,-0.6,77.0,0.5,20.0,0.0,0.0,5.0,-3.103399486941817,18.909470149789816,18.636227378193924,18.219851226065104,18.15892694296095,18.122331404408457,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  03:00:00,-1.1,81.0,0.0,0.0,0.0,0.0,5.0,-4.186513675050297,18.674583853565033,18.366641873151836,17.95012148872676,17.905788181195498,17.857076042262095,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  04:00:00,-1.4,83.0,0.5,0.0,0.0,0.0,5.0,-4.926372245211061,18.475781693057713,18.123093811868288,17.711542662541175,17.6838756647232,17.620571243578725,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  05:00:00,-1.8,85.0,1.0,0.0,0.0,0.0,5.0,-5.388472954309168,18.268092958004624,17.8718661076285,17.47245882861345,17.46323587313275,17.383460470487486,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  06:00:00,-2.1,87.0,1.5,230.0,0.0,0.0,5.0,-5.598579607022639,18.10212828273942,17.6684000676528,17.266548855527704,17.276497783424906,17.18712394562073,0.0,0.1,0.4,0.08,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  07:00:00,-1.4,84.0,1.2,230.0,0.0,0.0,5.0,-2.302101439622985,20.98916291034898,20.98437471579711,20.98066691428382,20.980646551345143,20.97975213187096,0.1,0.1,0.4,0.07,24.0,21.0,14753547.650462076,0.0,15764113.632179928,0.0,10375061.705291825,0.0,17385436.985359156,0.0,10823318.819292136,0.0,69101478.79258512,0.0 
 03/02  08:00:00,-0.6,82.0,0.8,230.0,26.0,0.0,5.0,-1.9309250104327465,20.999818715682339,20.99952248695223,20.99933134086853,20.99932110116744,20.999277314871127,0.2,0.3,0.4,0.19,24.0,21.0,7194156.479802974,0.0,10960340.10334827,0.0,7912906.744662564,0.0,12872715.399041843,0.0,8159414.332710984,0.0,47099533.05956663,0.0 
 03/02  09:00:00,0.1,79.0,0.5,20.0,133.0,231.0,5.0,0.9881661832844706,21.48566214356507,20.999999760923079,20.999999993922505,20.999999257798906,20.999999081707064,0.95,0.9,0.9,0.35,24.0,21.0,0.0,0.0,1398326.622270509,0.0,15035.101931976955,0.0,2976743.3321556288,0.0,2076652.125993598,0.0,6466757.182351712,0.0 
 03/02  10:00:00,2.5,65.0,0.7,20.0,161.0,524.0,5.0,7.414386359282028,21.964339690412467,21.610381163919369,22.01512931329572,20.999999999955159,20.999999999910459,0.95,0.9,0.9,0.38,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,584295.6374647786,0.0,561914.2727579518,0.0,1146209.9102227304,0.0 
 03/02  11:00:00,5.0,55.0,0.8,20.0,139.0,690.0,5.0,15.775386125868952,22.341128320039528,22.676663727390844,22.441212745559619,21.171582785901547,21.10750928448621,0.95,0.9,0.9,0.39,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  12:00:00,7.4,48.0,1.0,200.0,339.0,366.0,5.0,21.629627359532099,22.669031776222668,23.309353621035567,22.383365839557905,21.4953347245659,21.496977698488949,0.95,0.9,0.9,0.47,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  13:00:00,8.2,39.0,1.4,200.0,220.0,699.0,5.0,27.476298859101435,22.657000687384806,23.94907369691643,22.15562430300816,21.418949245576269,21.460229907230628,0.5,0.9,0.8,0.57,24.0,21.0,0.0,0.0,0.0,259629.3674062382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259629.3674062382 
 03/02  14:00:00,8.9,31.0,1.7,200.0,168.0,800.0,5.0,30.810670472655418,23.15029333870696,23.999773153113638,22.521150771786375,21.8462335814994,21.913463571390176,0.95,0.9,0.9,0.54,24.0,21.0,0.0,0.0,0.0,4293647.005329695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4293647.005329695 
 03/02  15:00:00,9.7,27.0,2.1,230.0,93.0,867.0,5.0,31.18264890689297,23.3566625190766,23.999985484025318,22.65031744561702,21.991840175182007,22.345543403133619,0.95,0.9,0.9,0.34,24.0,21.0,0.0,0.0,0.0,5033427.631322654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5033427.631322654 
 03/02  16:00:00,9.1,32.0,2.3,230.0,114.0,727.0,5.0,28.706211000423779,23.55010295681821,23.999999933865739,22.791201101142759,22.162255465815098,23.426979467518199,0.95,0.9,0.9,0.33,24.0,21.0,0.0,0.0,0.0,3464313.7162939517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3464313.7162939517 
 03/02  17:00:00,8.5,39.0,2.4,230.0,152.0,374.0,5.0,24.93733335477946,23.714277991071304,23.999999999881604,22.870796084537426,22.312177714270676,23.754687090986609,0.95,0.9,0.9,0.44,24.0,21.0,0.0,0.0,0.0,1972948.9785958729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972948.9785958729 
 03/02  18:00:00,7.9,49.0,2.6,270.0,73.0,62.0,5.0,19.25771219506826,23.027878861012384,23.250608375437119,22.094214790658137,21.56153836403812,22.689673061728319,0.3,0.5,0.5,0.26,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  19:00:00,6.2,50.0,2.9,270.0,0.0,0.0,5.0,13.895864909052337,22.44785462883118,22.34539613121785,21.382990634662478,21.031360515407099,21.679663687044977,0.1,0.3,0.4,0.21,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,410399.46044234346,0.0,0.0,0.0,410399.46044234346,0.0 
 03/02  20:00:00,4.5,52.0,3.3,270.0,0.0,0.0,5.0,9.750803823280755,22.12107849416369,21.815561293548084,21.015765843540494,21.000012654526317,21.082349703870788,0.1,0.3,0.4,0.15,24.0,21.0,0.0,0.0,0.0,0.0,168891.09128069064,0.0,1412581.013809535,0.0,6996.172254208821,0.0,1588468.2773444344,0.0 
 03/02  21:00:00,2.8,57.0,3.6,230.0,0.0,0.0,5.0,6.776552105685184,21.780756206494368,21.37873101952408,21.000011143709835,21.00000001560216,21.00004886240263,0.05,0.2,0.4,0.17,24.0,21.0,0.0,0.0,0.0,0.0,852953.5070490902,0.0,2461491.2247812536,0.0,718110.33574991,0.0,4032555.067580254,0.0 
 03/02  22:00:00,2.6,56.0,2.6,230.0,0.0,0.0,5.0,4.664917165682021,21.6079326974243,21.137848517360678,21.000000019657386,21.000000000039756,21.000000078029477,0.05,0.2,0.4,0.08,24.0,21.0,0.0,0.0,0.0,0.0,1186876.492838127,0.0,2823547.0783621205,0.0,1035433.5650568928,0.0,5045857.13625714,0.0 
 03/02  23:00:00,2.5,58.0,1.5,230.0,0.0,0.0,5.0,2.7542136973329445,19.865009771509226,20.225177240043665,19.595243391345954,19.588891084387684,19.62334437955696,0.05,0.1,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/02  24:00:00,2.3,63.0,0.5,20.0,0.0,0.0,5.0,1.1883997389993473,19.84775455779523,19.98255515565876,19.297339417099879,19.149491117563949,19.343307520953414,0.05,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  01:00:00,1.9,62.0,0.3,20.0,0.0,0.0,6.0,-0.18778068161303866,19.528548594032594,19.632747092329738,18.939858606924078,18.798116604113817,18.991062007804979,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  02:00:00,1.5,65.0,0.2,20.0,0.0,0.0,6.0,-1.335454491734281,19.36717758396844,19.382851032679058,18.701599621828334,18.55885703298653,18.75793436716964,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  03:00:00,1.1,70.0,0.0,0.0,0.0,0.0,6.0,-2.318070696215618,19.159553148281526,19.130850510112468,18.464168524157047,18.338846223150747,18.522975872696997,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  04:00:00,0.9,69.0,0.3,0.0,0.0,0.0,6.0,-3.0437254709780507,18.985313620765944,18.901063511377843,18.256223978622555,18.1473440944318,18.31569243212592,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  05:00:00,0.8,70.0,0.7,0.0,0.0,0.0,6.0,-3.4672979099780418,18.815497911535638,18.68098114494381,18.05988341221923,17.96901759562957,18.11903752862063,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  06:00:00,0.6,75.0,1.0,360.0,0.0,0.0,6.0,-3.719898156977938,18.67192111914063,18.487287912992746,17.888988254701084,17.817094731769797,17.94715449592775,0.0,0.1,0.4,0.08,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  07:00:00,1.2,67.0,1.0,360.0,0.0,0.0,6.0,-1.3313335988299089,20.991670754571019,20.989004223375959,20.983507637061334,20.982495405540037,20.983937871220289,0.1,0.1,0.4,0.07,24.0,21.0,10767974.43348446,0.0,11648555.206031036,0.0,8192551.390918275,0.0,14479010.746383956,0.0,8391480.245843508,0.0,53479572.02266124,0.0 
 03/03  08:00:00,1.7,62.0,1.0,360.0,20.0,0.0,6.0,-1.0118941893895977,20.99990530762853,20.99975489279941,20.999524295093253,20.99947530153363,20.999548918345803,0.2,0.3,0.4,0.19,24.0,21.0,4693540.520752229,0.0,7714467.579223907,0.0,6507221.170280792,0.0,10841657.41969203,0.0,6264107.297231033,0.0,36020993.987179998,0.0 
 03/03  09:00:00,2.3,60.0,1.0,360.0,122.0,73.0,6.0,0.8832859802826392,21.798316855696578,21.084957466480789,20.999999792629578,20.999999264105694,20.99999946715318,0.95,0.9,0.9,0.35,24.0,21.0,0.0,0.0,0.0,0.0,365372.4686415474,0.0,1903257.759787337,0.0,980861.9900169924,0.0,3249492.2184458768,0.0 
 03/03  10:00:00,4.0,44.0,1.5,360.0,198.0,400.0,6.0,6.6688161958732359,22.225212789408343,21.94239379212004,22.00079233528488,21.087155626160237,21.151900682529737,0.95,0.9,0.9,0.38,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  11:00:00,5.6,34.0,2.1,360.0,157.0,720.0,6.0,15.378666624008448,22.613425761067587,23.090897139488037,22.591393413929639,21.398486207476976,21.485687182447355,0.95,0.9,0.9,0.39,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  12:00:00,7.3,29.0,2.6,290.0,158.0,804.0,6.0,22.28479906055428,22.9356638266052,23.957043804863458,22.45833124451593,21.656712630579837,21.81638990460075,0.95,0.9,0.9,0.47,24.0,21.0,0.0,0.0,0.0,781298.5331430631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781298.5331430631 
 03/03  13:00:00,6.9,39.0,2.8,290.0,114.0,875.0,6.0,26.693060969905305,22.899502143173515,23.999925654407634,22.244795604817296,21.54859870030183,21.767154949104364,0.5,0.9,0.8,0.57,24.0,21.0,0.0,0.0,0.0,2532107.382478407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2532107.382478407 
 03/03  14:00:00,6.5,55.0,2.9,290.0,336.0,436.0,6.0,27.61398489520016,23.407702326027306,23.9999964506249,22.689792108086878,22.097506917078385,22.312288464176118,0.95,0.9,0.9,0.54,24.0,21.0,0.0,0.0,0.0,3202167.5009587809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202167.5009587809 
 03/03  15:00:00,6.1,70.0,3.1,320.0,281.0,63.0,6.0,22.970694269880416,23.486796178626414,23.999999997558868,22.692938929049647,22.140541087026496,22.41149227524036,0.95,0.9,0.9,0.34,24.0,21.0,0.0,0.0,0.0,1532610.0586443912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532610.0586443912 
 03/03  16:00:00,5.2,63.0,3.4,320.0,254.0,315.0,6.0,21.903852091540246,23.663738162986488,23.999999999968169,22.81080175959926,22.301568339957738,23.158066487061768,0.95,0.9,0.9,0.33,24.0,21.0,0.0,0.0,0.0,1630073.2809025963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1630073.2809025963 
 03/03  17:00:00,4.2,53.0,3.8,320.0,151.0,394.0,6.0,19.16769020919135,23.78931421446647,23.999999999999959,22.81825847769525,22.358345136737176,23.693982877483078,0.95,0.9,0.9,0.44,24.0,21.0,0.0,0.0,0.0,997907.4024347031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997907.4024347031 
 03/03  18:00:00,3.3,46.0,4.1,360.0,81.0,125.0,6.0,14.296225278820549,23.07253426885579,23.08929638846007,21.967918914081236,21.546882336739466,22.764182525353843,0.3,0.5,0.5,0.26,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  19:00:00,2.6,45.0,3.4,360.0,0.0,0.0,6.0,9.750238377598365,22.46487116061131,22.153020351926846,21.214283397829836,21.02389654980505,21.65132384508339,0.1,0.3,0.4,0.21,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,553739.2199310376,0.0,0.0,0.0,553739.2199310376,0.0 
 03/03  20:00:00,2.0,48.0,2.8,360.0,0.0,0.0,6.0,6.101399594575931,22.123718023075975,21.682364918584235,21.0000225077639,21.000013174819505,21.05885475909546,0.1,0.3,0.4,0.15,24.0,21.0,0.0,0.0,0.0,0.0,378152.641051122,0.0,1445818.523045775,0.0,19498.259960955595,0.0,1843469.4240578528,0.0 
 03/03  21:00:00,1.3,55.0,2.1,320.0,0.0,0.0,6.0,3.7755801158843944,21.79549755173764,21.27954084605642,21.000000027303839,21.000000023445993,21.00005210465467,0.05,0.2,0.4,0.17,24.0,21.0,0.0,0.0,0.0,0.0,1004052.0651628712,0.0,2457602.760006085,0.0,759182.3333888617,0.0,4220837.158557817,0.0 
 03/03  22:00:00,1.0,51.0,1.7,320.0,0.0,0.0,6.0,2.1326208852608397,21.61627631680442,21.024046588311358,21.000000000069166,21.0000000000764,21.000000114652658,0.05,0.2,0.4,0.08,24.0,21.0,0.0,0.0,5790.880029385935,0.0,1339029.7565866567,0.0,2867932.730885214,0.0,1120033.7109214797,0.0,5332787.078422736,0.0 
 03/03  23:00:00,0.7,51.0,1.4,320.0,0.0,0.0,6.0,0.6911431689340122,19.794739255934286,20.03096804762064,19.463548175631858,19.490276802180838,19.467126441847595,0.05,0.1,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/03  24:00:00,0.4,55.0,1.0,320.0,0.0,0.0,6.0,-0.2830615627361143,19.75068361923949,19.773218823524489,19.13669573858622,19.036594034668334,19.209814698975344,0.05,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/04  01:00:00,0.4,55.0,0.8,320.0,0.0,0.0,7.0,-1.0752874193618257,19.306225777611293,19.323501668667285,18.678095240403367,18.58674059636148,18.75135201951593,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/04  02:00:00,0.4,60.0,0.7,320.0,0.0,0.0,7.0,-1.747163978684254,19.14458520806378,19.07753256064346,18.44234421334283,18.34995837625889,18.526302429079878,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/04  03:00:00,0.4,69.0,0.5,270.0,0.0,0.0,7.0,-2.3108658795526879,18.922682766481203,18.820185601714955,18.196958553276767,18.11835714641636,18.280271605040658,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/04  04:00:00,0.3,70.0,1.0,270.0,0.0,0.0,7.0,-2.613607930463929,18.73708651595814,18.583279279399706,17.97538898436228,17.915007403101556,18.061713879021555,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/04  05:00:00,0.3,75.0,1.6,270.0,0.0,0.0,7.0,-2.719614593960294,18.556678278459264,18.354073761596156,17.76454710913264,17.722207193919606,17.850858695263903,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/04  06:00:00,0.2,82.0,2.1,20.0,0.0,0.0,7.0,-2.6428851250017897,18.380387346661473,18.125590538611325,17.57016302939517,17.538322981348274,17.641090110317664,0.0,0.05,0.3,0.08,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/04  07:00:00,0.4,78.0,1.7,20.0,0.0,0.0,7.0,0.18192826354204864,20.990427818075046,20.987207625916516,20.98212811686871,20.98162877876406,20.982692045641277,0.1,0.1,0.4,0.07,24.0,21.0,12538487.658684448,0.0,13401062.215739223,0.0,9168411.46395294,0.0,15771110.671949506,0.0,9330433.7180685,0.0,60209505.72839461,0.0 
 03/04  08:00:00,0.5,76.0,1.4,20.0,22.0,0.0,7.0,0.4066189052387917,21.000000000000005,21.0,20.999999999999998,21.000000000000005,20.999999999999998,0.1,0.1,0.4,0.11,24.0,21.0,6692554.280183577,0.0,9579646.408998415,0.0,7503199.788257252,0.0,12241455.670118029,0.0,7214636.2627492309,0.0,43231492.410306509,0.0 
 03/04  09:00:00,0.7,77.0,1.0,20.0,103.0,1.0,7.0,1.8883916306733429,21.0,21.0,21.0,21.0,21.0,0.3,0.3,0.5,0.15,24.0,21.0,2449695.667031884,0.0,4862593.96312961,0.0,3826596.0587619377,0.0,6457114.128156496,0.0,3796703.1185212598,0.0,21392702.935601187,0.0 
