Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Day Type Index [](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),BLDG_OCC_SCH:Schedule Value [](TimeStep),BLDG_LIGHT_SCH:Schedule Value [](TimeStep),BLDG_EQUIP_SCH:Schedule Value [](TimeStep),BLDG_SWH_SCH:Schedule Value [](TimeStep),CLGSETP_SCH:Schedule Value [](TimeStep),HTGSETP_SCH:Schedule Value [](TimeStep),CORE_ZN  IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),CORE_ZN  IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_2  IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_2  IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),DistrictHeating:Facility [J](TimeStep),DistrictCooling:Facility [J](TimeStep) 
 07/22  21:00:00,27.0,85.0,2.6,180.0,0.0,0.0,7.0,31.168422029416484,25.370097253755647,25.841511097666407,26.14522470112615,25.816793905166667,26.569664550934446,0.0,0.05,0.3,0.09,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/22  22:00:00,26.4,87.0,1.7,180.0,0.0,0.0,7.0,28.47059912123175,25.365859913494999,25.815108812863337,26.143533423468609,25.79936702423672,26.48241967239498,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/22  23:00:00,25.9,88.0,0.9,180.0,0.0,0.0,7.0,26.326154273022355,25.352105618176475,25.782971912938437,26.123480648842258,25.782909400605534,26.432684293925658,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/22  24:00:00,25.3,89.0,0.0,0.0,0.0,0.0,7.0,24.452068251743396,25.316430118273645,25.73831016022309,26.0812787269823,25.7497026315806,26.379358300718566,0.0,0.05,0.3,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  01:00:00,24.7,91.0,0.2,0.0,0.0,0.0,1.0,22.962207976485624,25.274016533344523,25.683082823218098,26.025777982383013,25.706429983716825,26.316771463915019,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  02:00:00,24.2,92.0,0.3,0.0,0.0,0.0,1.0,21.783339633783908,25.228440333522124,25.622710895671515,25.961868968180167,25.655882660608357,26.246526540173993,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  03:00:00,23.6,94.0,0.5,140.0,0.0,0.0,1.0,20.838868236874086,25.163264004304929,25.54340017929297,25.878983085725076,25.58803157316708,26.156558300778657,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  04:00:00,23.5,94.0,0.7,140.0,0.0,0.0,1.0,20.190417579105124,25.137378561928047,25.494103599596728,25.823072257047689,25.545372932394075,26.091876951592803,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  05:00:00,23.4,94.0,0.8,140.0,0.0,0.0,1.0,19.91486545790766,25.10401924381551,25.446308236775527,25.765851755295427,25.50105585435761,26.024391899797448,0.0,0.05,0.3,0.07,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  06:00:00,23.3,94.0,1.0,140.0,0.0,0.0,1.0,19.71766546865638,25.074357280709543,25.389812759059045,25.701085987563279,25.448646773049228,25.94982590216428,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  07:00:00,24.5,90.0,1.5,140.0,59.0,213.0,1.0,22.255085057869363,25.204150166652327,25.5492283857247,26.431354304151144,25.59681885121024,26.072688661656806,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/23  08:00:00,25.8,85.0,2.1,140.0,90.0,505.0,1.0,27.168987759936159,25.369738643641897,25.795358100550236,26.699848148132955,25.836119328739487,26.231537014573918,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,3302839.204179543,0.0,0.0,0.0,0.0,0.0,3302839.204179543 
 07/23  09:00:00,27.0,81.0,2.6,180.0,185.0,427.0,1.0,33.07762082008602,25.502996926804124,26.055563636825437,26.69999980386152,26.050516949172708,26.426440297004068,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,3757412.960805477,0.0,0.0,0.0,0.0,0.0,3757412.960805477 
 07/23  10:00:00,27.5,78.0,2.4,180.0,281.0,379.0,1.0,38.606967510543928,25.585001191754264,26.264553543613255,26.699999999720064,26.221025086537567,26.603105251475545,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,3376516.9078632129,0.0,0.0,0.0,0.0,0.0,3376516.9078632129 
 07/23  11:00:00,28.1,75.0,2.3,180.0,373.0,310.0,1.0,43.70251967367499,25.670660294533464,26.476119670911893,26.699999999999628,26.39296643793715,26.698990476293539,0.0,0.05,0.3,0.06,26.7,15.6,0.0,0.0,0.0,0.0,0.0,2504812.4285992959,0.0,0.0,0.0,387026.28929555657,0.0,2891838.717894852 
 07/23  12:00:00,28.6,73.0,2.1,250.0,417.0,261.0,1.0,47.208679267161098,25.746902118093176,26.648867045870895,26.699999999999993,26.530755686669786,26.699999274588867,0.0,0.05,0.3,0.06,26.7,15.6,0.0,0.0,0.0,0.0,0.0,1781458.0158158986,0.0,0.0,0.0,894246.097706582,0.0,2675704.1135224809 
 07/23  13:00:00,29.0,69.0,2.1,250.0,436.0,262.0,1.0,49.62975346607285,25.818428914599317,26.699984626747303,26.699999999999993,26.650564913810514,26.69999999870404,0.0,0.05,0.3,0.09,26.7,15.6,0.0,0.0,0.0,623506.052728472,0.0,1724534.2892072856,0.0,0.0,0.0,1158397.7329684364,0.0,3506438.074904194 
 07/23  14:00:00,29.4,65.0,2.1,250.0,424.0,264.0,1.0,50.68135198263655,25.899870632091678,26.699999919172428,26.699999999999997,26.699939975969629,26.699999999985495,0.0,0.05,0.3,0.06,26.7,15.6,0.0,0.0,0.0,1317165.8509236295,0.0,1869152.912759519,0.0,413400.0705343536,0.0,1352585.878251966,0.0,4952304.712469468 
 07/23  15:00:00,29.8,62.0,2.1,230.0,485.0,151.0,1.0,50.83479063669314,25.99015534702675,26.699999999998913,26.7,26.699999999959539,26.700000000000004,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,2021320.8031404457,0.0,2155074.0050834615,0.0,1264167.542136889,0.0,2038968.9077355306,0.0,7479531.258096326 
 07/23  16:00:00,29.8,66.0,2.3,230.0,430.0,118.0,1.0,49.174747326055378,26.04306494281967,26.699999999999993,26.699999999999997,26.69999999999994,26.699999999999997,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,2121290.5494044267,0.0,2198420.6874897039,0.0,1507137.3608668524,0.0,2752958.571103995,0.0,8579807.168864979 
 07/23  17:00:00,29.8,70.0,2.4,230.0,324.0,114.0,1.0,46.64976753862372,26.10143333737105,26.699999999999993,26.699999999999993,26.699999999999993,26.69999999999999,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,2032196.6040748028,0.0,2160335.1843180127,0.0,1517814.4659492402,0.0,3045300.0427411098,0.0,8755646.297083166 
 07/23  18:00:00,29.8,73.0,2.6,270.0,188.0,142.0,1.0,43.29988367226063,26.151460211725785,26.700000000000004,26.700000000000004,26.700000000000004,26.700000000000004,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,1807102.5809230807,0.0,2023689.673921172,0.0,1335287.7354549573,0.0,3220672.550295519,0.0,8386752.540594729 
 07/23  19:00:00,28.4,76.0,1.9,270.0,74.0,264.0,1.0,39.52026669983601,26.114457442676476,26.69999999999999,26.69999999999999,26.69999999999999,26.69999999999999,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,1063496.2864024784,0.0,1569999.6312895155,0.0,757478.4935090334,0.0,3687590.516863635,0.0,7078564.928064661 
 07/23  20:00:00,27.1,80.0,1.2,270.0,16.0,0.0,1.0,35.09345210667111,26.03240393220892,26.700000000000008,26.700000000000008,26.67972356980639,26.700000000000008,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,74782.9055535545,0.0,1076708.0344355843,0.0,0.0,0.0,1555402.0201828774,0.0,2706892.960172016 
 07/23  21:00:00,25.7,83.0,0.5,320.0,0.0,0.0,1.0,30.873784960131006,25.90235509797237,26.53947733712987,26.700000000000004,26.512238010506004,26.700000000000004,0.0,0.05,0.3,0.07,26.7,15.6,0.0,0.0,0.0,0.0,0.0,627446.8438321709,0.0,0.0,0.0,710518.6617295825,0.0,1337965.5055617535 
 07/23  22:00:00,25.4,87.0,0.7,320.0,0.0,0.0,1.0,28.152139808880393,25.848556717063773,26.468840318057948,26.699999999999993,26.448552193457407,26.699999999999993,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,477342.0528846134,0.0,0.0,0.0,495544.07870372556,0.0,972886.1315883389 
 07/23  23:00:00,25.2,90.0,0.8,320.0,0.0,0.0,1.0,25.994086776391577,25.819114150085207,26.404239038786295,26.699999999999997,26.39281448175882,26.699999999999997,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,336436.12523860056,0.0,0.0,0.0,359549.41691033399,0.0,695985.5421489345 
 07/23  24:00:00,24.9,94.0,1.0,140.0,0.0,0.0,1.0,24.42538673801236,25.785832325567925,26.342031969926635,26.699999999999997,26.343665676978519,26.699999999999997,0.0,0.05,0.3,0.04,26.7,15.6,0.0,0.0,0.0,0.0,0.0,172290.74206880999,0.0,0.0,0.0,231012.31701858477,0.0,403303.05908739476 
 07/24  01:00:00,24.7,95.0,0.7,140.0,0.0,0.0,2.0,23.592706211864216,25.89674727786847,26.430025301969019,26.699999999999997,26.43348200640402,26.7,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,393745.97742190476,0.0,0.0,0.0,471483.00860802878,0.0,865228.9860299334 
 07/24  02:00:00,24.5,95.0,0.3,140.0,0.0,0.0,2.0,23.243207399549527,25.883321877706814,26.398900589095186,26.700000000000004,26.406696406719609,26.700000000000004,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,302875.59606957566,0.0,0.0,0.0,396428.8667329719,0.0,699304.4628025475 
 07/24  03:00:00,24.3,96.0,0.0,0.0,0.0,0.0,2.0,23.676084577591739,25.872070718371086,26.401494169545268,26.7,26.406549395011987,26.700000000000004,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,233161.11118887887,0.0,0.0,0.0,334175.89907578277,0.0,567337.0102646616 
 07/24  04:00:00,24.0,96.0,0.3,0.0,0.0,0.0,2.0,23.446479607475295,25.83039862281628,26.323570166645177,26.69222175975528,26.336796097265834,26.7,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88188.72127500546,0.0,88188.72127500546 
 07/24  05:00:00,23.8,95.0,0.7,0.0,0.0,0.0,2.0,22.796221154210224,25.826506809916525,26.278972016666019,26.63072297946074,26.29867078913541,26.664448051809506,0.0,0.1,0.4,0.08,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/24  06:00:00,23.5,95.0,1.0,160.0,0.0,0.0,2.0,22.661685376022616,24.01907995710011,24.02874678706593,24.038147777874458,24.029331064180967,24.03908754976639,0.1,0.1,0.4,0.07,24.0,21.0,0.0,11658664.604648443,0.0,11181121.772585737,0.0,7698344.766265389,0.0,11451348.73433323,0.0,7694345.407216455,0.0,49683825.28504925 
 07/24  07:00:00,24.4,91.0,0.8,160.0,58.0,45.0,2.0,23.651899372556728,24.00053602478721,24.001010065709388,24.001640199443565,24.00104017254357,24.001588915161073,0.2,0.3,0.4,0.19,24.0,21.0,0.0,10846569.183426626,0.0,10047105.426426594,0.0,7142111.791093872,0.0,10114566.211505074,0.0,6717169.44999441,0.0,44867522.06244657 
 07/24  08:00:00,25.2,87.0,0.7,160.0,152.0,140.0,2.0,25.786803293249919,24.00000890354453,24.000019635836329,24.000040587861869,24.000020195689304,24.00003357157572,0.95,0.9,0.9,0.35,24.0,21.0,0.0,13150341.002888695,0.0,10849148.813673888,0.0,8127272.490290195,0.0,10828497.892971669,0.0,6956278.568613622,0.0,49911538.76843807 
 07/24  09:00:00,26.1,84.0,0.5,250.0,261.0,163.0,2.0,29.20246508236695,24.00000007637731,24.000000208173295,24.000000568581436,24.00000021072548,24.000000383088126,0.95,0.9,0.9,0.38,24.0,21.0,0.0,12838013.21356813,0.0,11201572.64578021,0.0,8852864.178011388,0.0,11032138.493573593,0.0,7218616.504576956,0.0,51143205.03551028 
 07/24  10:00:00,27.2,79.0,0.8,250.0,280.0,419.0,2.0,33.95457852865986,24.000000000400666,24.0000000014028,24.0000000056364,24.00000000138569,24.000000002752637,0.95,0.9,0.9,0.39,24.0,21.0,0.0,12891865.802455744,0.0,11618340.660674252,0.0,10119611.199771373,0.0,11350759.145427777,0.0,7425664.397768455,0.0,53406241.2060976 
 07/24  11:00:00,28.2,75.0,1.2,250.0,301.0,565.0,2.0,38.82095873181493,24.000000000001916,24.00000000000878,24.000000000047249,24.000000000008403,24.000000000018198,0.95,0.9,0.9,0.47,24.0,21.0,0.0,12989621.801818926,0.0,11958882.363055533,0.0,9611443.160947942,0.0,11606338.91661006,0.0,7583181.502263513,0.0,53749467.74469598 
 07/24  12:00:00,29.3,71.0,1.5,270.0,219.0,748.0,2.0,43.64637330479076,24.00000000000002,24.000000000000065,24.000000000000339,24.00000000000006,24.000000000000126,0.5,0.9,0.8,0.57,24.0,21.0,0.0,11540469.410809918,0.0,10871111.27940273,0.0,7714290.965063474,0.0,10480195.022074957,0.0,6911805.959642859,0.0,47517872.63699393 
 07/24  13:00:00,30.1,66.0,1.5,270.0,275.0,678.0,2.0,45.849028454114868,23.999999999999998,23.999999999999998,24.000000000000005,23.999999999999998,23.999999999999998,0.95,0.9,0.9,0.54,24.0,21.0,0.0,12979096.488388477,0.0,11934138.018480242,0.0,7998908.9140276559,0.0,11480785.328560399,0.0,7509566.824231389,0.0,51902495.57368816 
 07/24  14:00:00,30.9,61.0,1.5,270.0,286.0,614.0,2.0,46.79704275073158,24.0,24.0,24.0,24.0,24.0,0.95,0.9,0.9,0.34,24.0,21.0,0.0,13169064.769675795,0.0,12229407.092904974,0.0,8089470.808719367,0.0,11729255.872368513,0.0,7648851.825766198,0.0,52866050.36943485 
 07/24  15:00:00,31.7,57.0,1.5,270.0,325.0,472.0,2.0,45.937916210329898,23.999999999999994,23.999999999999994,24.0,24.0,24.0,0.95,0.9,0.9,0.33,24.0,21.0,0.0,13129392.4205936,0.0,12512558.091403926,0.0,8213492.846523058,0.0,11966618.156357639,0.0,8304570.453018406,0.0,54126631.967896629 
 07/24  16:00:00,31.2,63.0,2.4,270.0,311.0,371.0,2.0,43.65288467220486,24.0,24.0,24.0,24.0,24.0,0.95,0.9,0.9,0.44,24.0,21.0,0.0,13102702.423520865,0.0,12639250.77011765,0.0,8255349.016180184,0.0,12095960.001868766,0.0,9652168.881449689,0.0,55745431.093137148 
 07/24  17:00:00,30.8,69.0,3.2,270.0,248.0,286.0,2.0,41.75860667609777,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999998,23.999999999999994,0.3,0.5,0.5,0.26,24.0,21.0,0.0,9091411.45591995,0.0,9537615.635702603,0.0,6348590.9936806899,0.0,9023044.131546578,0.0,8318049.006359637,0.0,42318711.223209459 
 07/24  18:00:00,30.3,76.0,4.1,160.0,182.0,153.0,2.0,38.73469446553941,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,0.1,0.3,0.4,0.21,24.0,21.0,0.0,7152661.209625924,0.0,7768957.089848985,0.0,5240430.52245165,0.0,7315293.80378115,0.0,6824071.0555656389,0.0,34301413.68127335 
 07/24  19:00:00,29.0,78.0,3.1,160.0,86.0,76.0,2.0,35.37161624648653,24.0,24.0,24.0,24.0,24.0,0.1,0.3,0.4,0.15,24.0,21.0,0.0,6603242.955437496,0.0,6812091.148520502,0.0,4656436.271356403,0.0,6543171.3506372389,0.0,5695191.213801726,0.0,30310132.93975337 
 07/24  20:00:00,27.6,81.0,2.0,160.0,11.0,0.0,2.0,32.199494695598129,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,0.05,0.2,0.4,0.17,24.0,21.0,0.0,5794464.140964534,0.0,5753372.818378747,0.0,4022694.7299564208,0.0,5563079.436335591,0.0,4348815.240116148,0.0,25482426.36575144 
 07/24  21:00:00,26.3,83.0,1.0,230.0,0.0,0.0,2.0,29.62913106998961,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,0.05,0.2,0.4,0.08,24.0,21.0,0.0,5372221.960020305,0.0,5173208.631288785,0.0,3660665.370040236,0.0,5019811.904186462,0.0,3797736.131122373,0.0,23023643.99665816 
 07/24  22:00:00,26.1,86.0,1.0,230.0,0.0,0.0,2.0,28.310858405884927,25.224272494031973,25.385832431287505,25.523665314927248,25.357401328760866,25.56040371310626,0.05,0.1,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/24  23:00:00,25.8,90.0,1.0,230.0,0.0,0.0,2.0,26.468544221685265,25.463667299512346,25.756013748227625,25.947157173191259,25.723547636346014,26.006715588369578,0.05,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/24  24:00:00,25.6,94.0,1.0,180.0,0.0,0.0,2.0,24.920714420234768,25.557091025512237,25.875564248733008,26.09432197326383,25.845504744517635,26.16747825928778,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  01:00:00,25.1,95.0,1.2,180.0,0.0,0.0,3.0,23.967745421582486,25.58081454594064,25.93511648428281,26.16490032184032,25.909394156154698,26.24632650889474,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  02:00:00,24.7,95.0,1.3,180.0,0.0,0.0,3.0,23.459356448493474,25.585818515235027,25.952094458496995,26.18763456910233,25.929555434568074,26.273208394780153,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  03:00:00,24.2,95.0,1.5,110.0,0.0,0.0,3.0,23.156132807565706,25.555443686644638,25.933155793177247,26.168899529586918,25.914053176803188,26.256735223426447,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  04:00:00,24.3,95.0,1.0,110.0,0.0,0.0,3.0,22.701061207471399,25.572897801963359,25.926087665425116,26.161974508872519,25.911691164042339,26.25002702694838,0.0,0.05,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  05:00:00,24.4,95.0,0.5,110.0,0.0,0.0,3.0,22.08102330680951,25.605719093946005,25.932416298896148,26.16493919664773,25.92155302355205,26.251725451501156,0.0,0.1,0.4,0.08,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  06:00:00,24.5,95.0,0.0,0.0,0.0,0.0,3.0,21.88595691856637,24.017781146504914,24.025416582068343,24.031915701327468,24.025185745993868,24.034359268564015,0.1,0.1,0.4,0.07,24.0,21.0,0.0,11103656.630734275,0.0,10092023.49246649,0.0,7035896.863913875,0.0,10074071.162593835,0.0,7295901.475644063,0.0,45601549.62535255 
 07/25  07:00:00,25.5,90.0,1.0,0.0,57.0,42.0,3.0,23.234555236077339,24.000246714707779,24.00045124975072,24.00068770666923,24.000443981558019,24.000710278617569,0.2,0.3,0.4,0.19,24.0,21.0,0.0,9548516.662830592,0.0,8520279.090473785,0.0,6081010.723972878,0.0,8466772.27955477,0.0,5830527.444970589,0.0,38447106.20180261 
 07/25  08:00:00,26.6,86.0,2.1,0.0,151.0,138.0,3.0,25.857710675888826,24.000002681977855,24.000005791026319,24.00001109510059,24.000005624220046,24.00000983302588,0.95,0.9,0.9,0.35,24.0,21.0,0.0,12937958.511557868,0.0,10460295.908194816,0.0,7669680.061711502,0.0,10353217.20471799,0.0,6628916.262327363,0.0,48050067.94850954 
 07/25  09:00:00,27.6,81.0,3.1,180.0,260.0,161.0,3.0,28.64295474453575,24.000000030342,24.00000008059471,24.000000198732879,24.00000007617392,24.000000144640177,0.95,0.9,0.9,0.38,24.0,21.0,0.0,12674817.476443153,0.0,10935840.278692745,0.0,8450182.134076508,0.0,10662684.78332544,0.0,6935728.770863601,0.0,49659253.44340145 
 07/25  10:00:00,28.7,76.0,2.9,180.0,371.0,98.0,3.0,32.03843174432476,24.000000000256745,24.000000000879404,24.00000000265883,24.000000000800413,24.000000001654816,0.95,0.9,0.9,0.39,24.0,21.0,0.0,12658864.853378104,0.0,11473808.409109399,0.0,8492596.479448509,0.0,11066829.149809955,0.0,7245477.714502914,0.0,50937576.60624888 
 07/25  11:00:00,29.9,72.0,2.8,180.0,390.0,106.0,3.0,34.4275024085971,24.000000000004389,24.000000000019289,24.000000000065758,24.00000000001684,24.00000000003749,0.95,0.9,0.9,0.47,24.0,21.0,0.0,12800279.368210396,0.0,11890463.890168803,0.0,8241459.652263482,0.0,11397954.393531384,0.0,7468570.204074566,0.0,51798727.508248638 
 07/25  12:00:00,31.0,68.0,2.6,180.0,414.0,53.0,3.0,36.27503757761144,24.000000000000079,24.000000000000488,24.000000000001788,24.000000000000406,24.000000000000978,0.5,0.9,0.8,0.57,24.0,21.0,0.0,11429802.703503328,0.0,11066116.442191344,0.0,7302258.962063942,0.0,10506510.763023656,0.0,6946387.340373387,0.0,47251076.21115566 
 07/25  13:00:00,31.3,64.0,3.1,180.0,450.0,113.0,3.0,37.64790060288456,24.000000000000008,24.000000000000026,24.000000000000087,24.00000000000002,24.000000000000047,0.95,0.9,0.9,0.54,24.0,21.0,0.0,12884220.082107576,0.0,12200092.719774984,0.0,7828171.272290938,0.0,11579336.214790099,0.0,7587883.0157106169,0.0,52079703.30467421 
 07/25  14:00:00,31.5,61.0,3.6,180.0,442.0,182.0,3.0,39.01788203269014,24.000000000000005,24.000000000000005,24.000000000000008,24.000000000000005,24.000000000000005,0.95,0.9,0.9,0.34,24.0,21.0,0.0,13061228.311312505,0.0,12544412.931347356,0.0,7992043.1787966019,0.0,11882678.309205424,0.0,7765164.501109751,0.0,53245527.23177163 
 07/25  15:00:00,31.8,57.0,4.1,230.0,403.0,242.0,3.0,39.582384131613569,24.0,24.0,24.0,24.0,24.0,0.95,0.9,0.9,0.33,24.0,21.0,0.0,12991717.474020929,0.0,12660817.061311737,0.0,8040492.394738302,0.0,12000013.245360205,0.0,8216736.911275967,0.0,53909777.08670714 
 07/25  16:00:00,31.4,60.0,4.1,230.0,294.0,432.0,3.0,39.74161340304289,24.0,24.0,24.0,24.0,24.0,0.95,0.9,0.9,0.44,24.0,21.0,0.0,12832817.284497343,0.0,12531236.315690453,0.0,7940200.3020882359,0.0,11935676.574067645,0.0,9828752.64992979,0.0,55068683.12627347 
 07/25  17:00:00,31.0,64.0,4.1,230.0,146.0,614.0,3.0,39.9012039023423,24.0,24.0,24.0,23.999999999999998,24.0,0.3,0.5,0.5,0.26,24.0,21.0,0.0,8650419.770590958,0.0,9384761.403110959,0.0,6007772.380432517,0.0,8866912.890390676,0.0,9856222.867206164,0.0,42766089.31173127 
 07/25  18:00:00,30.6,67.0,4.1,180.0,94.0,586.0,3.0,38.12071102065368,23.999999999999994,23.999999999999998,23.999999999999998,23.999999999999994,23.999999999999994,0.1,0.3,0.4,0.21,24.0,21.0,0.0,6763238.35205076,0.0,7486353.694717137,0.0,4779018.0858709779,0.0,7053037.845177258,0.0,9371838.700145068,0.0,35453486.6779612 
 07/25  19:00:00,29.5,71.0,3.8,180.0,59.0,378.0,3.0,35.028148407034148,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,0.1,0.3,0.4,0.15,24.0,21.0,0.0,6333940.210967698,0.0,6675148.296189185,0.0,4281340.1876385579,0.0,6399006.600303151,0.0,8129296.574382379,0.0,31818731.86948097 
 07/25  20:00:00,28.3,74.0,3.4,180.0,15.0,0.0,3.0,31.714781199927157,24.0,24.0,24.0,24.0,24.0,0.05,0.2,0.4,0.17,24.0,21.0,0.0,5509231.297912967,0.0,5593378.815145454,0.0,3700969.6699054155,0.0,5467685.610348638,0.0,5094371.969173718,0.0,25365637.362486196 
 07/25  21:00:00,27.2,78.0,3.1,180.0,0.0,0.0,3.0,28.985979131897666,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,23.999999999999994,0.05,0.2,0.4,0.08,24.0,21.0,0.0,5072658.253577604,0.0,4969871.385733021,0.0,3358650.932439462,0.0,4854680.318260407,0.0,4094837.1246140447,0.0,22350698.014624537 
 07/25  22:00:00,26.6,81.0,2.4,180.0,0.0,0.0,3.0,27.33564950399758,25.187871504819645,25.354395065548844,25.442673282051314,25.335559565749706,25.63734020973794,0.05,0.1,0.4,0.05,26.7,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
