time_hour,X_f
22219.468609395237,34.15617988496433
23542.8641432242,33.27677452417799
24945.081352303165,32.40009847625514
26430.814869741083,31.526220182646057
28005.03894183631,30.655210079042483
29673.024081888725,29.787140653938504
31440.354715915,28.922086508912372
33312.94787934677,28.060124420685728
35297.0730273065,27.201333404989203
37399.373024788016,26.34579478233423
39626.88638701478,25.493592245691143
41987.07084443914,24.6448119301923
44487.82831127585,23.799542484872482
47137.53134116729,22.957875146535358
49945.0511585514,22.119903815820408
52919.78735958447,21.285725135490317
56071.69938205458,20.455438571076456
59411.339849650394,19.629146493881365
62949.88990221888,18.806954266484823
66699.19663030129,17.988970330755638
70671.81273927492,17.175306298513604
74881.03857590031,16.366077044865925
79340.96665797492,15.561400804359193
84066.52885618334,14.761399269968
89073.5463861044,13.966197695068905
