Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),ATTIC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),ATTIC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep) 
 03/10  14:00:00,8.3,22.915118893550755,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1551396.2329494022,5.1159076974727213e-11,1.5347723092418164e-10,1734488.3321385658,523118.4714763457,7.673861546209082e-11,1885846.7623082548,0.0,1066655.378127043,0.0,1734488.3321385656,5027016.8448610455 
 03/10  15:00:00,8.5,22.259123340543404,22.0,21.999999999999996,22.0,22.0,22.0,0.0,0.0,1196207.334749872,6.821210263296962e-11,1.2278178473934531e-9,2194336.832586957,424515.3970421889,0.0,1670465.075921629,6.821210263296962e-11,239651.5172489854,1.7053025658242404e-11,2194336.832586956,3530839.3249626756 
 03/10  16:00:00,7.8,21.388358907071733,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1282389.5403872894,0.0,2.7284841053187847e-10,2150281.517297525,559250.3462741822,3.410605131648481e-11,1790364.7693824884,0.0,6.821210263296962e-11,539627.4421787306,2689908.959476255,3632004.65604396 
 03/10  17:00:00,7.1,19.36198099794888,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1449767.1541678887,5.1159076974727213e-11,2.0463630789890885e-10,1149963.6863422606,766485.3294525907,3.836930773104541e-11,1992309.1200092088,5.1159076974727213e-11,3.069544618483633e-10,960093.0101923366,2110056.6965345964,4208561.603629688 
 03/10  18:00:00,6.4,15.482454561986676,21.999999999999993,21.999999999999993,21.999999999999996,21.999999999999993,21.999999999999993,0.0,0.0,964112.8814252184,5.846751654254538e-11,8.221994513795443e-12,63237.139100571985,759540.892869379,2.1925318703454517e-11,2035250.7262541107,1.4616879135636345e-10,7.308439567818172e-11,548969.5215046902,612206.660605262,3758904.5005487083 
 03/10  19:00:00,6.0,11.519462547637586,21.999999999999996,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,1295703.484046746,7.308439567818172e-11,1168067.3092620482,4.3850637406909035e-11,1299528.4128048993,5.846751654254538e-11,2824142.9661225644,5.846751654254538e-11,859990.6535153079,3.654219783909086e-11,0.0,7447432.825751566 
 03/10  20:00:00,5.5,8.317149205331257,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1771441.6049918074,9.301650359041312e-11,1881075.5410778737,7.44132028723305e-11,1702056.5690824531,5.580990215424788e-11,3412353.533864514,1.48826405744661e-10,1422474.0537822489,5.580990215424788e-11,0.0,10189401.302798895 
 03/10  21:00:00,5.1,6.468156827989779,22.000000000000004,21.999999999999996,22.000000000000004,22.0,22.000000000000004,0.0,0.0,1967467.6285759036,6.821210263296962e-11,2332073.0454851435,6.821210263296962e-11,1884754.554445167,1.3642420526593924e-10,3658840.3362176917,2.0463630789890885e-10,1749743.431685613,3.410605131648481e-11,0.0,11592878.996409519 
 03/10  22:00:00,5.2,5.392341944047162,22.0,22.0,22.0,22.0,22.0,0.0,0.0,2143724.593361847,1.0231815394945443e-10,2615773.8934341953,2.0463630789890885e-10,2014643.5350101402,2.0463630789890885e-10,3817850.8058319627,0.0,1900560.123605176,3.069544618483633e-10,0.0,12492552.951243322 
 03/10  23:00:00,5.4,4.8458716586871,20.609318261733716,21.029940023525704,20.893739961431937,20.779733409439615,20.94052733855041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/10  24:00:00,5.5,4.658713680774187,20.077110037412695,20.578973094441306,20.418505138358814,20.278331323492,20.48568457206489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  01:00:00,5.4,4.10108732274279,19.740585129970977,20.236160907101112,20.05445348834551,19.904023171586218,20.13442929984674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  02:00:00,5.2,3.2663003854867476,19.506851518378177,20.000329857426607,19.81026164070096,19.662545671864866,19.89602231126685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  03:00:00,5.1,2.205550767587444,19.30257020685734,19.779821196903463,19.59332627106607,19.442646970617183,19.675588544274923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  04:00:00,5.1,1.8696476065928005,19.117505886223306,19.563524778577165,19.378561802030127,19.233104937430177,19.461806312532417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  05:00:00,5.1,2.0404202766648836,18.960788542274233,19.381232511842878,19.19902995957364,19.060777606984793,19.281479745470907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  06:00:00,5.1,2.5634682910231277,18.819449121191667,19.221073634948183,19.037127564394176,18.921295967300292,19.125870858080688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  07:00:00,5.2,2.7987339129991744,21.982740994507235,21.985726206159747,21.98372598134066,21.98258122299455,21.98467843305803,0.0,0.0,8862172.276856938,1.1459633242338896e-9,5968240.270101957,4.092726157978177e-10,4004728.3475386086,3.2741809263825417e-10,6884970.5030938415,5.729816621169448e-10,3818062.7122076787,8.185452315956354e-11,0.0,29538174.109799024 
 03/11  08:00:00,5.3,3.457139816634586,21.999671760000496,21.999665063394463,21.999595739453106,21.99955553412231,21.999628861584032,0.0,0.0,8029450.033409003,1.6370904631912708e-9,8395249.217035582,5.456968210637569e-10,5606217.907049365,0.0,9415044.116587225,0.0,5424097.146315801,2.7284841053187847e-10,0.0,36870058.420396976 
 03/11  09:00:00,5.4,5.7319953485126325,21.999998906094742,21.999998598765977,21.999998188427305,21.999997902460784,21.999998325495078,0.0,0.0,6147413.76230255,7.275957614183426e-10,6210643.587638321,7.275957614183426e-10,4057942.2372586806,9.094947017729282e-11,7100164.420234926,1.0913936421275139e-9,4072776.1964012776,2.7284841053187847e-10,0.0,27588940.203835752 
 03/11  10:00:00,6.7,9.534575265796036,21.99999999873453,21.999999998277122,21.999999997649873,21.999999996580915,21.99999999742207,0.0,0.0,4999445.924297618,3.8198777474462986e-10,4166580.504251246,5.4569682106375694e-11,2648607.511804422,1.6370904631912708e-10,5581828.59287206,2.7284841053187847e-10,3147489.610816995,1.9099388737231493e-10,0.0,20543952.14404234 
 03/11  11:00:00,8.0,15.781599675631087,21.99999999999937,21.999999999999368,21.999999999998934,21.999999999997726,21.999999999998423,0.0,0.0,4271525.598136079,2.232396086169915e-10,2426670.8612339795,1.6742970646274364e-10,1799532.8998014352,1.6742970646274364e-10,4469105.081250763,4.092726157978178e-10,2448349.762018052,2.046363078989089e-10,0.0,15415184.202440307 
 03/11  12:00:00,9.3,21.60428902638178,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,0.0,0.0,3696591.2271651397,2.1540663989358826e-10,959047.3877373412,7.539232396275588e-11,1514244.8852118775,1.0770331994679412e-10,3609738.570110555,2.1540663989358826e-10,1894421.8493748938,4.308132797871765e-11,0.0,11674043.919599807 
 03/11  13:00:00,9.5,25.640983732940608,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,3682857.2400509957,2.8334258016772e-10,185088.50680465312,1.1805940840321667e-11,1654181.8843982469,9.444752672257332e-11,3455692.6551377373,6.296501781504889e-11,1777669.7864006096,3.1482508907524443e-11,0.0,10755490.07279224 
 03/11  14:00:00,9.8,27.58564399183932,22.0,22.0,22.0,21.999999999999996,22.0,0.0,0.0,3658710.938256135,2.0463630789890885e-10,1.7053025658242404e-11,59563.108202957665,1651027.6093806308,1.0231815394945443e-10,3349454.81527917,2.0463630789890885e-10,1707243.5805619787,3.410605131648481e-11,59563.10820295765,10366436.943477916 
 03/11  15:00:00,10.0,27.930029251735807,22.000000000000004,22.000000000000004,22.0,21.999999999999996,22.0,0.0,0.0,3542522.9551320975,4.092726157978177e-10,0.0,18065.579703099498,1620360.7016205061,0.0,3275436.425124854,0.0,1157907.6235653725,0.0,18065.579703099498,9596227.705442829 
 03/11  16:00:00,9.6,25.681625094089256,21.999999999999993,21.999999999999993,21.99999999999999,21.999999999999996,21.999999999999996,0.0,0.0,3503306.09094008,0.0,597443.7039129371,2.2737367544323206e-11,1735330.0401005712,6.821210263296962e-11,3392545.8949487833,1.8189894035458565e-10,993941.1284497575,6.821210263296962e-11,0.0,10222566.858352128 
 03/11  17:00:00,9.3,22.070883453938226,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,3499199.4838901213,3.7779010689029335e-10,1571098.3347489985,4.722376336128667e-11,1981868.5954956554,1.574125445376222e-10,3697939.850055313,1.8889505344514667e-10,1243665.7937903248,4.722376336128667e-11,0.0,11993772.057980413 
 03/11  18:00:00,8.9,17.46829050530947,22.0,22.0,22.0,22.0,22.0,0.0,0.0,3615340.5849803123,2.3021584638627246e-10,2735757.5914243083,3.836930773104541e-10,2347354.012468083,4.092726157978177e-10,4203246.675644035,0.0,1984196.5119147368,7.929656931082718e-10,0.0,14885895.376431476 
 03/11  19:00:00,8.1,12.879211538293555,20.583509480271687,20.926657532533266,20.75981588631188,20.695098232260772,20.812275610401365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  20:00:00,7.3,9.663389645446207,19.89610691136186,20.42059089242808,20.23099148356809,20.15582974058331,20.294311174041567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  21:00:00,6.5,7.275292423942631,19.557006527413073,20.087956555370564,19.883352012282426,19.80554396634084,19.95552911313914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  22:00:00,6.2,5.943847691229529,19.32364485349579,19.861370766341977,19.644948127577827,19.571269753979987,19.724509558937655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  23:00:00,6.0,5.211706483969956,19.144083165737914,19.66816915606902,19.448230911397665,19.381971394124808,19.531896421813325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/11  24:00:00,5.7,5.129303775535836,18.976503268151863,19.155126079986097,18.992481394523374,18.95920459834056,19.067143091848326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  01:00:00,5.5,4.682589339564927,18.832904551003544,19.257928072249573,19.071738415234982,19.02319968817838,19.155040187499445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  02:00:00,5.2,4.244221304053566,18.694713272825105,19.08599618902,18.880891780028094,18.852045156245588,18.96450269389077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  03:00:00,5.0,3.954309616823349,18.558510063960213,18.57962177380408,18.438714962343433,18.439264686306508,18.513295278412233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  04:00:00,4.5,3.4339114919916565,18.400795274590735,18.696614511477808,18.530632189296036,18.525511496764697,18.627280380773882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  05:00:00,4.1,2.8832814928415402,18.26253947124676,18.553284892000615,18.362770757933923,18.370862450603212,18.446902683591304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  06:00:00,3.6,2.1479599127507925,18.12038617407147,18.415160258310976,18.22983055138812,18.25395197000003,18.316143490860824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  07:00:00,3.9,1.784620791692392,18.024813857236087,18.285372702957815,18.100083513601533,18.13221935787093,18.184986950859134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  08:00:00,4.2,2.2133855100096738,17.936186722260977,18.209151530212797,18.017465189960703,18.054472383781576,18.09939513790424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  09:00:00,4.5,3.280132159589059,17.86518259709127,17.933842569404224,17.824111228968217,17.80157532417959,17.8251811105531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  10:00:00,5.4,7.599146363840303,17.850180053181564,18.35043342402799,18.216112635728184,18.076443457113534,18.131674990423306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  11:00:00,6.4,12.378646710045405,17.874680273954993,18.69424306070584,18.467871382896956,18.205571669474942,18.272466665108446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  12:00:00,7.3,16.50999235629684,17.915954378159626,18.97872195453487,18.54639205535042,18.327102596564366,18.40968084044703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  13:00:00,7.9,23.03036378282808,17.969357661990912,19.790538331605347,18.629566036426656,18.448346019610977,18.563515867942513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  14:00:00,8.6,28.677528189567234,18.049355095791654,20.546217090058207,18.69155725622691,18.49292603800113,18.64947177586553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  15:00:00,9.2,30.448406933673446,18.13827013390273,20.962273507581504,18.719257486583793,18.48551043477049,19.458145305084265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  16:00:00,8.2,28.985629204559526,18.101844459696146,20.83576913645549,18.713495099884426,18.495475577176215,20.149805774473894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  17:00:00,7.2,25.026316664053123,18.042248761506734,20.431270814969455,18.631774950292485,18.466007485481988,20.22366122964335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  18:00:00,6.2,19.4353198965413,17.934750400656906,19.765576859173663,18.413916559531877,18.293534017403527,19.647728373219724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  19:00:00,5.8,14.433284793919896,17.835362760939695,19.255431065945363,18.179126764586105,18.092876780851128,19.05390427857097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  20:00:00,5.4,10.906382665551678,17.740437461941703,18.970343840295506,18.033741426231106,17.963470710263113,18.72899261135843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  21:00:00,5.0,8.766716185986642,17.660221763941912,18.80316307570169,17.940681705381596,17.88561615584512,18.55383525826839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  22:00:00,4.8,7.188713558876314,17.60320806188763,18.67349829567893,17.860941676153484,17.82245226213471,18.437538144186462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  23:00:00,4.7,5.997624792567564,17.557447483318107,18.56540162349464,17.793299612796886,17.769572347039617,18.347367832557207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  24:00:00,4.5,5.069233858054735,17.612747284869997,18.610066377888813,17.864179392929422,17.86077806392843,18.413777042032404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  01:00:00,4.4,4.362078367098359,17.58745051417554,18.538231679795697,17.829344961986667,17.835770954913208,18.35523965554875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  02:00:00,4.3,3.7868691779373664,17.563261589237275,18.460099336989323,17.78065543808524,17.800136503898898,18.29537316646735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  03:00:00,4.2,3.3470162430442345,17.525414330665534,18.3748814263746,17.722479878609683,17.751240468728945,18.221648476373126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  04:00:00,4.3,2.616579870004966,17.497984486598988,18.268936531384732,17.6462350567753,17.684231037808736,18.129620957784486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  05:00:00,4.3,1.9027678283325806,17.48470086846936,18.19643635244356,17.602569727097638,17.650355417034802,18.06875386763316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  06:00:00,4.4,1.2795685376950072,21.976433375389256,21.98270153931212,21.977014323209918,21.977460021062345,21.98150148421291,0.0,0.0,13493436.145132067,7.016101985105446e-10,7000675.938921186,5.846751654254537e-10,5539471.12172989,5.262076488829084e-10,9295434.53642242,5.846751654254538e-10,4523844.642698349,3.215713409839996e-10,0.0,39852862.38490391 
 03/13  07:00:00,4.9,0.7873205899177986,21.99898931516647,21.999186992103297,21.998799560756225,21.99883123698511,21.99911121663014,0.0,0.0,13408156.18824286,1.6370904631912708e-9,12227219.201725937,1.6370904631912708e-9,8827525.982587889,2.4556356947869062e-9,14085401.99649111,2.4556356947869062e-9,7861856.232524755,0.0,0.0,56410159.60157254 
 03/13  08:00:00,5.5,2.056595755310638,21.999988902720077,21.999989895008433,21.999984428615655,21.999983606452638,21.999988368985093,0.0,0.0,9408651.183221523,3.2741809263825417e-10,8692414.229689242,6.548361852765083e-10,5685974.655068376,1.6370904631912708e-10,10064423.91493111,6.548361852765083e-10,5630613.870016682,4.911271389573812e-10,0.0,39482077.852926925 
 03/13  09:00:00,6.0,7.602469942702818,21.999999992009606,21.999999993077264,21.999999992735038,21.999999983853527,21.99999998926855,0.0,0.0,6941466.47394277,1.0676676933856115e-10,5110330.647946084,1.7794461556426856e-10,2089445.2480501118,1.0676676933856115e-10,7416855.26113225,4.2706707735424453e-10,4133878.7438503546,2.49122461789976e-10,0.0,25691976.37492157 
 03/13  10:00:00,7.1,16.043679701106143,21.999999999997133,21.999999999998728,21.999999999999748,21.999999999992045,21.999999999995147,0.0,0.0,5291325.623321193,2.822569764122881e-10,2087949.5143194478,1.4112848820614405e-10,244312.53446095693,1.5876954923191205e-11,5613702.866228656,2.258055811298305e-10,3068546.416154755,2.258055811298305e-10,0.0,16305836.954485007 
 03/13  11:00:00,8.3,24.67579583119097,22.000000000000014,22.000000000000018,22.000000000000014,22.000000000000014,22.000000000000014,0.0,0.0,3983153.032270177,3.104826740535169e-10,1.1113868446233844e-10,427154.2006154923,4.674881171828522e-11,227388.57986027116,4367740.550968245,1.9757988348860168e-10,2285020.2851201426,5.6451395282457616e-11,654542.7804757633,10635913.868358564 
 03/13  12:00:00,9.4,31.518611070034595,22.0,22.0,22.0,22.0,22.0,0.0,0.0,2022484.1709026217,3.720660143616525e-11,8.371485323137182e-10,2638551.89836167,3.720660143616525e-11,120891.19828317272,2826504.021805002,1.6742970646274366e-10,1323879.31590131,5.580990215424787e-11,2759443.096644842,6172867.508608934 
 03/13  13:00:00,10.5,36.534496215892915,22.0,22.0,22.0,22.0,22.0,0.0,0.0,2088583.8548654274,1.5347723092418164e-10,7.16227077646181e-10,3788202.0393816284,770988.2105150896,1.2789769243681803e-11,2774723.902382656,2.5579538487363607e-10,1268487.8228304891,6.394884621840902e-11,3788202.0393816265,6902783.790593661 
 03/13  14:00:00,11.5,38.678985939301576,22.000000000000004,22.000000000000004,22.0,21.999999999999993,22.000000000000004,0.0,0.0,1202471.0087867964,6.821210263296962e-11,1.3642420526593924e-9,4917203.816527844,492746.52104188316,3.410605131648481e-11,2054255.8440805327,2.0463630789890885e-10,843634.5401785312,0.0,4917203.816527843,4593107.914087743 
 03/13  15:00:00,12.6,39.232260741343964,21.999999999999996,22.0,22.0,22.0,22.0,0.0,0.0,347894.44826989644,2.5579538487363607e-11,8.185452315956354e-10,5366417.725059532,118611.51661906115,0.0,1355045.5453343233,0.0,1.5347723092418164e-10,851113.7465313034,6217531.471590835,1821551.5102232809 
 03/13  16:00:00,11.4,36.22125562235708,22.0,22.0,22.0,22.0,22.0,0.0,0.0,478576.9847131132,1.8603300718082625e-11,5.95305622978644e-10,4294753.785987858,197522.34681916962,4.650825179520656e-12,1370951.0700754013,0.0,2.0463630789890888e-10,1669973.3682530655,5964727.154240923,2047050.401607684 
 03/13  17:00:00,10.2,31.1698342647771,22.0,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,1043425.2998267898,3.410605131648481e-11,5.229594535194337e-10,2175400.42783377,559419.6828358555,3.410605131648481e-11,1835417.856110146,9.094947017729282e-11,4.547473508864641e-10,2082947.5613814222,4258347.989215191,3438262.838772791 
 03/13  18:00:00,9.0,24.451464580254676,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1570304.1561028804,1.24561230894988e-10,8.229938469847424e-11,444613.06449686177,1062934.616843116,5.338338466928057e-11,2622397.6518906252,7.117784622570743e-11,1.6904738478605512e-10,796289.1784889589,1240902.2429858206,5255636.424836622 
 03/13  19:00:00,7.7,17.97417942926195,22.0,22.0,22.0,22.0,22.0,0.0,0.0,1965946.7388038333,1.48826405744661e-10,837105.563769048,3.720660143616525e-11,1541808.1364633667,4.650825179520656e-11,3363653.3077825163,1.48826405744661e-10,660299.8504492063,3.720660143616525e-11,0.0,8368813.5972679695 
 03/13  20:00:00,6.3,12.898785133283802,22.0,22.000000000000004,22.0,22.0,22.0,0.0,0.0,2170554.754713312,1.4444915851687683e-10,1328992.143739438,6.018714938203201e-11,1799083.206061796,7.222457925843841e-11,3702245.13071865,1.4444915851687683e-10,1160793.6972823637,2.4074859752812805e-11,0.0,10161668.932515558 
 03/13  21:00:00,5.0,9.176325163808936,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,2354039.1097090193,6.296501781504889e-11,1808375.6698187534,1.1018878117633554e-10,1962572.9355645804,9.444752672257334e-11,3919170.901358988,3.148250890752444e-10,1520335.5931905468,7.87062722688111e-11,0.0,11564494.209641887 
 03/13  22:00:00,4.4,6.356313291051454,20.574197267673103,21.215702878466388,20.93904082180502,20.78887962031325,21.090990397503223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  23:00:00,3.8,4.322948237996168,19.971578843029114,20.79545214170735,20.431029876177263,20.247431756752146,20.62510556144152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  24:00:00,3.2,2.8883230984518073,19.719542840424023,20.588778573563907,20.19373868239586,19.985903990744866,20.40707065762531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/14  01:00:00,2.8,1.6281422286011378,19.489828447889632,20.37492919210482,19.962317723579236,19.757181114338486,20.199477106905828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/14  02:00:00,2.5,0.41063340886992966,19.30871486677379,20.181291091254067,19.770357464018147,19.568287644978604,20.014360427372218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/14  03:00:00,2.1,-0.7928856693934124,19.133712244442243,19.989429661005577,19.582623785899695,19.38878226862579,19.835523199167167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/14  04:00:00,1.6,-1.8231291343665217,18.95629117823151,19.78292532214667,19.389434720333853,19.206922893798897,19.642479167771228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/14  05:00:00,1.2,-2.6923230422278004,18.81270846019686,19.60586017785206,19.225723489074607,19.05620288492583,19.475442013132678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/14  06:00:00,0.7,-3.4000553705358194,21.982447171312575,21.98883032286966,21.98525349518396,21.983607775548826,21.98767755637147,0.0,0.0,9610446.310695047,9.822542779147625e-10,5603074.310637712,2.455635694786906e-10,3915215.339197452,2.455635694786906e-10,6857190.446512821,3.2741809263825417e-10,3496815.9333253093,2.0463630789890885e-10,0.0,29482742.34036834 
 03/14  07:00:00,1.7,-3.6081886916232913,21.999999999999996,21.999999999999996,22.000000000000004,22.0,21.999999999999996,0.0,0.0,8021272.36484381,1.6370904631912708e-9,7790419.813076344,0.0,5638013.5550867,0.0,9667555.261101916,0.0,5125140.123011337,1.6370904631912708e-9,0.0,36242401.1171201 
