Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),ATTIC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),ATTIC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep) 
 08/02  21:00:00,15.9,24.025259872392066,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,0.0,2001732.5368558147,0.0,2473812.165628139,0.0,1934363.1284337805,0.0,2450273.1851855414,0.0,1916861.856094637,10777042.872197911,0.0 
 08/02  22:00:00,18.6,21.324901726461427,22.264285697017595,22.778098008601667,22.96202706707897,22.773979021597523,22.956865172512607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/02  23:00:00,21.2,19.97624964537107,22.5327074146313,22.989764505525798,23.201212482111092,22.979801201603692,23.198438166000564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/02  24:00:00,23.9,19.845608791166875,22.739429738467546,23.132876803044155,23.363405188575534,23.108135386880043,23.36058553929784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  01:00:00,23.3,19.300743058665642,22.69547628466863,23.11921920254074,23.359981717530466,23.09983237966962,23.35787224042027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  02:00:00,22.6,18.68934337129764,22.649751020857245,23.090698378976334,23.338669663089654,23.075940515436752,23.33694098053715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  03:00:00,22.0,18.053511944997823,22.581096459863147,23.032757360509883,23.28305975714803,23.02460898655181,23.284410553184074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  04:00:00,22.4,17.98674996409678,22.579752450245238,22.998875729736145,23.245891728920746,22.989874013429283,23.247231419788594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  05:00:00,22.8,18.198072004891394,22.60171691500271,22.9892182280834,23.229888045235953,22.9799505300337,23.231742678043258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  06:00:00,23.2,18.576153812254937,22.0065188855654,22.017245236550085,22.026342797489125,22.016900345970704,22.02641012388024,0.0,0.0,0.0,3757150.6463516024,0.0,2531515.1324299136,0.0,1933343.3063303418,0.0,2501050.5500629535,0.0,1933805.354425318,12656864.98960013,0.0 
 08/03  07:00:00,23.5,20.428207157753654,22.000037760540167,22.000166844218946,22.000373674862082,22.000168271907317,22.00030986601814,0.0,0.0,0.0,3945142.4795788922,0.0,3285517.9958510073,0.0,2895973.340794172,0.0,3383795.1439660825,0.0,2410996.9550444027,15921425.915234558,0.0 
 08/03  08:00:00,23.9,24.9688835248775,22.000000146013594,22.000000818633996,22.000002792174076,22.0000008235542,22.000001618651957,0.0,0.0,0.0,11715043.48984781,0.0,8866891.680063983,0.0,8131712.391926464,0.0,8849689.763715,0.0,5667380.419067563,43230717.74462082,0.0 
 08/03  09:00:00,24.3,31.599464309471553,22.000000000358003,22.00000000267337,22.000000015091786,22.000000002619572,22.000000005492502,0.0,0.0,0.0,12488181.407331644,0.0,10801547.81827171,0.0,10826957.04474492,0.0,10553057.84103028,0.0,6621074.447952211,51290818.55933076,0.0 
 08/03  10:00:00,25.8,38.86920324931978,22.00000000000082,22.000000000008523,22.000000000077595,22.000000000008047,22.000000000018005,0.0,0.0,0.0,13481672.376637435,0.0,12619890.559174571,0.0,11825403.196535844,0.0,12252008.741615016,0.0,7649274.182405694,57828249.05636856,0.0 
 08/03  11:00:00,27.2,45.38710864574246,22.000000000000004,22.00000000000004,22.000000000000483,22.000000000000036,22.00000000000008,0.0,0.0,0.0,14295110.35026073,0.0,13687171.98619887,0.0,11402576.833987648,0.0,13162527.952373274,0.0,8254007.20621068,60801394.3290312,0.0 
 08/03  12:00:00,28.7,50.89418755058098,21.999999999999996,21.999999999999996,22.0,21.999999999999996,21.999999999999996,0.0,0.0,0.0,11130298.69766074,0.0,12379656.88005794,0.0,8274476.142497435,0.0,11382884.731835062,0.0,7387981.741243057,50555298.193294235,0.0 
 08/03  13:00:00,29.1,53.92942267609015,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,0.0,14835732.592542244,0.0,15400039.421470735,0.0,9842849.155942256,0.0,14094932.89211683,0.0,9045446.805528563,63219000.86760062,0.0 
 08/03  14:00:00,29.4,55.27109406619798,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,15369681.978020923,0.0,16015480.970217608,0.0,10290829.954249058,0.0,14673327.035798147,0.0,9414736.141067136,65764056.07935287,0.0 
 08/03  15:00:00,29.8,54.14092985186452,22.0,22.0,22.0,22.0,22.000000000000004,0.0,0.0,0.0,15773821.932576947,0.0,16281198.782403316,0.0,10512612.804638583,0.0,15120329.774161614,0.0,10478582.372411903,68166545.66619237,0.0 
 08/03  16:00:00,29.8,53.810367284884165,22.0,21.999999999999996,21.999999999999996,22.0,22.000000000000004,0.0,0.0,0.0,16001799.077955518,0.0,16201119.48162405,0.0,10465922.895990144,0.0,15219459.697552413,0.0,12918711.377041332,70807012.53016347,0.0 
 08/03  17:00:00,29.8,51.66189932102992,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,8238962.036499179,0.0,10287011.154110964,0.0,6436731.073312204,0.0,9641705.185929928,0.0,10434989.045553252,45039398.495405525,0.0 
 08/03  18:00:00,29.8,47.26605852211552,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,5090377.122659734,0.0,6842304.635265221,0.0,4415899.226921839,0.0,6634450.939565942,0.0,8369434.582958231,31352466.507370964,0.0 
 08/03  19:00:00,28.7,41.64125953035689,22.000000000000007,22.000000000000004,22.000000000000004,22.000000000000004,22.000000000000004,0.0,0.0,0.0,4526749.916287275,0.0,5549290.235125699,0.0,3725441.4060675753,0.0,5581280.257059241,0.0,6049524.57346641,25432286.3880062,0.0 
 08/03  20:00:00,27.6,35.835491407934825,22.000000000000004,22.000000000000004,22.000000000000004,22.000000000000004,22.000000000000004,0.0,0.0,0.0,3589682.7851097626,0.0,4267240.235449242,0.0,3023319.719492911,0.0,4071520.3123358297,0.0,3731580.5337990047,18683343.58618675,0.0 
 08/03  21:00:00,26.5,31.391001651755033,21.999999999999993,21.999999999999993,21.999999999999996,21.999999999999993,21.999999999999993,0.0,0.0,0.0,3221398.4452294447,0.0,3656693.463609903,0.0,2677678.048838241,0.0,3484387.4454251886,0.0,3042909.207274156,16083066.610376932,0.0 
 08/03  22:00:00,25.7,28.281048445736708,22.76889759533882,23.009460660720343,23.19635577398926,22.968352030436762,23.325400661601293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  23:00:00,24.8,25.86361346161784,22.877190179172366,23.21611392227814,23.442687887731523,23.17288979210552,23.6085105485919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/03  24:00:00,24.0,23.932458424636305,22.842988411012755,23.260839622294508,23.523889719878696,23.222163484146428,23.720322477038977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  01:00:00,23.6,22.435390131175996,22.8320608780491,23.275641376744716,23.553217981819092,23.24357605233178,23.765390696392718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  02:00:00,23.2,21.265619473957962,22.803714959652506,23.261258459959528,23.547077424389443,23.23617137159142,23.768015150325652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  03:00:00,22.8,20.251088470586886,22.763794599244,23.225795054799036,23.51264327236895,23.205669011062888,23.740946624475892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  04:00:00,22.5,19.383313057327143,22.718308188881128,23.177925899057307,23.464969227055025,23.163957108108306,23.69315834470593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  05:00:00,22.3,18.658375410901098,22.70161805408977,23.148795919553677,23.432778714163145,23.140312839829104,23.658734947443385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  06:00:00,22.0,18.054191320624106,22.00661135061775,22.016841836926755,22.02605938985703,22.016661385749693,22.034415532163614,0.0,0.0,0.0,4681487.946659753,0.0,3170560.24254876,0.0,2463148.7194027803,0.0,3171075.227239549,0.0,2855393.9237315436,16341666.059582386,0.0 
 08/04  07:00:00,23.0,19.800508831392634,22.000043840957808,22.000184561005096,22.000406381554335,22.000186690197083,22.00052995399546,0.0,0.0,0.0,4711241.971652529,0.0,3887342.430627705,0.0,3290617.49996351,0.0,3983089.7942769933,0.0,3250903.2637416436,19123194.96026238,0.0 
 08/04  08:00:00,24.1,24.12080099463458,22.00000017970939,22.000000965064658,22.000002840351463,22.000000969156133,22.000003186893064,0.0,0.0,0.0,12426412.301841775,0.0,9535346.085231232,0.0,7660441.140950537,0.0,9469896.988758063,0.0,6580997.662275433,45673094.17905704,0.0 
 08/04  09:00:00,25.1,28.5510007438216,22.00000000104842,22.000000007306237,22.000000026018856,22.000000007147776,22.00000002672671,0.0,0.0,0.0,13432278.992036536,0.0,11483346.660539895,0.0,8431914.404535113,0.0,11220993.38089347,0.0,7584394.451181631,52152927.88918664,0.0 
 08/04  10:00:00,26.7,36.308005197556746,22.000000000002,22.000000000018968,22.000000000092346,22.000000000017856,22.00000000007543,0.0,0.0,0.0,14580382.950245226,0.0,13593633.844112234,0.0,10747528.446486475,0.0,13189858.735570686,0.0,8519503.317979697,60630907.294394314,0.0 
 08/04  11:00:00,28.2,45.75122711361166,22.000000000000004,22.00000000000005,22.000000000000334,22.000000000000046,22.000000000000217,0.0,0.0,0.0,15642760.92617545,0.0,14843307.310167346,0.0,12019070.98729685,0.0,14281515.53757338,0.0,9240707.724785006,66027362.485998034,0.0 
 08/04  12:00:00,29.8,53.96252750950175,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,0.0,0.0,0.0,12229197.210443864,0.0,13109287.344333878,0.0,8798506.435632953,0.0,12043359.096572848,0.0,8169973.772634434,54350323.85961797,0.0 
 08/04  13:00:00,30.5,58.60915992405606,21.999999999999993,21.999999999999993,22.0,21.999999999999993,21.999999999999996,0.0,0.0,0.0,16200085.330402851,0.0,16215355.085853469,0.0,10146204.50870808,0.0,14803690.039485915,0.0,9824828.810571361,67190163.77502167,0.0 
 08/04  14:00:00,31.2,60.592303591219746,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,16546750.027474798,0.0,16853667.99869449,0.0,10493379.609538434,0.0,15367666.564451225,0.0,10147331.503544724,69408795.70370367,0.0 
 08/04  15:00:00,31.9,60.29607279462515,22.0,22.000000000000004,21.999999999999996,22.0,22.0,0.0,0.0,0.0,16674664.626040902,0.0,17236854.712534443,0.0,10671986.415023807,0.0,16005880.583237376,0.0,11956856.596654158,72546242.9334907,0.0 
 08/04  16:00:00,31.4,57.79011585876489,21.999999999999993,21.99999999999999,21.999999999999996,21.999999999999996,21.999999999999993,0.0,0.0,0.0,16595882.936049387,0.0,17093023.26251031,0.0,10617531.550371492,0.0,16068912.427055476,0.0,13459318.753544027,73834668.9295307,0.0 
 08/04  17:00:00,30.8,53.5459517119496,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999996,0.0,0.0,0.0,8566562.387027219,0.0,10640296.283086862,0.0,6576315.651298724,0.0,10193981.904613774,0.0,9186783.56740854,45163939.79343512,0.0 
 08/04  18:00:00,30.3,48.13889997728322,21.999999999999993,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,0.0,0.0,0.0,5320047.370450545,0.0,7073537.209089597,0.0,4541215.147149681,0.0,6649503.51492428,0.0,6207220.609929072,29791523.851543173,0.0 
 08/04  19:00:00,29.5,42.58156020609275,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,0.0,0.0,0.0,4688831.1218498275,0.0,5748592.454566709,0.0,3792573.3338456484,0.0,5362023.152982254,0.0,4435078.3308004085,24027098.394044846,0.0 
 08/04  20:00:00,28.7,37.206848933218794,22.0,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,0.0,3812465.4018541677,0.0,4591600.095876951,0.0,3116608.8836835134,0.0,4251337.280284907,0.0,3468011.069700635,19240022.731400177,0.0 
 08/04  21:00:00,27.9,33.890543000208986,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,3520575.5507724057,0.0,4168974.2024250743,0.0,2853981.0374649493,0.0,3857272.886241051,0.0,3135183.5474586487,17535987.224362127,0.0 
 08/04  22:00:00,27.3,31.17527595827194,22.921246307050286,23.169907101154745,23.291905407031713,23.093113755611533,23.41052422936806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  23:00:00,26.8,29.030545090897952,23.081926583621843,23.417842591124536,23.565065847860993,23.329002816654448,23.713378523097706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/04  24:00:00,26.2,27.344442210725873,22.97037178919077,23.386280069529157,23.56737717078798,23.291229908257336,23.739363236109803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  01:00:00,26.2,26.276043931441336,22.98742705980958,23.422743874852767,23.616190783038878,23.32682895201878,23.797297511265462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  02:00:00,26.1,25.641867375715076,22.97625213175897,23.423908520523298,23.622666601122233,23.328033245318565,23.8071586488677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  03:00:00,26.1,25.55272249590478,22.973585179351833,23.4307842255317,23.629038787681402,23.333012488784334,23.81195030759402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  04:00:00,26.1,25.202567244683223,22.960776200125366,23.39970832472786,23.599555445828067,23.30558459880044,23.780984850761527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  05:00:00,26.2,24.978893868270195,22.950242731500794,23.37452548653592,23.572240884417724,23.281479085862173,23.749710490043395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  06:00:00,26.2,24.67193122598705,22.012024637991395,22.026165873572015,22.033816639063673,22.023064312643513,22.041053169824206,0.0,0.0,0.0,7654144.481782449,0.0,4294919.753913752,0.0,2986208.74323376,0.0,4047751.835418121,0.0,3291576.550841215,22274601.365189295,0.0 
 08/05  07:00:00,27.0,25.401773923281645,22.000311967027976,22.001146685381016,22.001650896939964,22.000947575712658,22.002194779397968,0.0,0.0,0.0,5646358.097110625,0.0,4514619.620230502,0.0,3111835.2786190305,0.0,4228096.846278082,0.0,3423172.847803029,20924082.69004127,0.0 
 08/05  08:00:00,27.7,27.700621987757433,22.000002115490997,22.00001237270182,22.000020080550488,22.000009629699193,22.000027343122312,0.0,0.0,0.0,6961832.252939793,0.0,6066495.535141017,0.0,4065905.44776786,0.0,5744863.301117222,0.0,4160571.198735244,26999667.73570114,0.0 
 08/05  09:00:00,28.5,30.68521954157801,22.000000010443493,22.000000105543045,22.000000196148314,22.000000076162685,22.00000026201818,0.0,0.0,0.0,6914398.320785977,0.0,7166115.312030171,0.0,4859397.426507781,0.0,6615868.291108625,0.0,4767240.394528714,30323019.744961265,0.0 
 08/05  10:00:00,29.8,35.784920790417466,22.000000000019874,22.000000000381252,22.000000000882547,22.000000000251386,22.000000001039936,0.0,0.0,0.0,7142422.767643203,0.0,8139266.313814442,0.0,5827951.35728424,0.0,7408460.938582828,0.0,5231967.715445059,33750069.09276977,0.0 
 08/05  11:00:00,31.0,41.27378796600414,22.000000000000043,22.000000000001684,22.000000000004842,22.000000000001,22.000000000004913,0.0,0.0,0.0,7301173.319262048,0.0,8891256.09738295,0.0,6230231.475551411,0.0,8132777.980856018,0.0,5532443.732212402,36087882.60526483,0.0 
 08/05  12:00:00,32.3,46.458758273571874,22.0,22.000000000000004,22.000000000000018,22.0,22.000000000000018,0.0,0.0,0.0,4215838.600491669,0.0,6993298.360809736,0.0,4500464.885079902,0.0,6290267.588990198,0.0,4315460.66316291,26315330.098534413,0.0 
 08/05  13:00:00,30.9,47.588874048086545,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,3704208.4130032146,0.0,6622102.560300622,0.0,4062775.080020981,0.0,5834723.7840196155,0.0,4063730.748902507,24287540.586246938,0.0 
 08/05  14:00:00,29.4,45.56189396940453,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,3340993.3589512412,0.0,5812108.912639485,0.0,3657339.6498911595,0.0,5074481.974313123,0.0,3648244.583340653,21533168.479135662,0.0 
 08/05  15:00:00,28.0,36.5274040447209,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,3000221.0048150336,0.0,4660659.11572491,0.0,3039447.411545159,0.0,4143789.0032394477,0.0,3038233.1715082107,17882349.70683276,0.0 
 08/05  16:00:00,27.8,34.71370895746007,22.0,21.999999999999996,22.0,22.0,21.999999999999996,0.0,0.0,0.0,2870839.718572709,0.0,4386233.993043115,0.0,2879514.3774469793,0.0,3938441.6140346862,0.0,2882896.4225749206,16957926.125672407,0.0 
 08/05  17:00:00,27.6,33.28049379841593,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,1531790.8365370403,0.0,3305768.3230872066,0.0,2223905.2403114312,0.0,2924152.430038296,0.0,2215380.998039856,12200997.82801383,0.0 
 08/05  18:00:00,27.4,31.68174736425246,22.639431200765223,22.91417965423423,23.003554038517418,22.81683420586524,22.994729617942642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  19:00:00,27.3,30.08752097038847,22.61060566489025,23.07451935190112,23.182501374058237,22.965728115865446,23.17144958666372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  20:00:00,27.1,28.438915759805262,22.650065668203567,23.1008910622129,23.232467611874604,22.997058838818468,23.219996308039104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  21:00:00,27.0,27.182881633770133,22.650711577694217,23.103147049008857,23.245992521683814,23.00425013264636,23.232707151898865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  22:00:00,26.7,26.084342849020796,22.64162334612235,23.082345901727344,23.233397760286145,22.99084056789586,23.22000575296552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  23:00:00,26.5,25.02308987051569,22.62694860572051,23.051229833092798,23.20737648350332,22.966923585342865,23.193987801331374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/05  24:00:00,26.2,23.86826256914778,22.5985901567339,23.004802082819637,23.16584382973425,22.928549516864805,23.15198784251966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  01:00:00,25.3,22.953790645144124,22.523897031873762,22.953512458105042,23.11662448860966,22.884851825768344,23.10308064787869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  02:00:00,24.5,22.245809845477797,22.44218823866053,22.89097066569183,23.055798071134774,22.830700050210446,23.042434972455432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  03:00:00,23.6,21.44864245212748,22.340138953939107,22.81337522672311,22.9806705078489,22.762434128370813,22.964770757964093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  04:00:00,24.4,21.34332378716689,22.37267412657189,22.777011692134298,22.940921322714726,22.72667202116871,22.924769945102515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  05:00:00,25.2,21.60012578535083,22.38249959929723,22.742491654197273,22.903207317913566,22.692199209161046,22.88656894810025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  06:00:00,26.0,22.12982187684274,22.406287197197017,22.720642885153076,22.87409470806851,22.669566700491647,22.86081048149468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  07:00:00,26.8,23.591503531113734,22.430306728002407,22.764460984261586,22.913857684631342,22.701928994374875,22.891655194528234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  08:00:00,27.5,26.627416701220692,22.467397254654582,22.909063961227297,23.2298316037375,22.817188967354014,23.010074616555322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  09:00:00,28.3,30.239678411157296,22.524913478679135,23.119418520098197,23.42970094968338,22.981129402890762,23.18788306944908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  10:00:00,29.0,34.40566485553345,22.590078301231976,23.34405063448302,23.674698250601473,23.159783878591064,23.38293949353077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  11:00:00,29.7,37.92817523149877,22.66482561418271,23.566766124855025,23.9049366000085,23.327967989554153,23.56774671850086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  12:00:00,30.4,40.565152435337254,22.746028768306882,23.796870745192766,23.973459233833182,23.48838797062482,23.74589266525023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  13:00:00,31.0,45.917476330091425,22.82990943251734,24.132557693656043,24.12305987390639,23.665364012970226,23.944755953712722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  14:00:00,31.6,51.339593930282575,22.92000985443076,24.34610446066854,24.21089216371552,23.76409586336428,24.058339252694847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  15:00:00,32.2,53.90681727496268,23.01669978850021,24.40690607939864,24.282840477402736,23.843361696383813,24.79801469172635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  16:00:00,31.7,53.42711079706829,23.06226109855479,24.337435710905055,24.289858872138076,23.878647598748422,25.76319062164994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  17:00:00,31.1,50.25886545067329,23.101453807170977,24.334598277509105,24.29446551415821,23.929862185698155,26.194023545311637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  18:00:00,30.6,45.397791569388204,23.139158615953036,24.28889738367953,24.24254904410334,23.924188701510126,26.080630759696657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  19:00:00,29.5,40.103383248012655,23.131578283205503,24.14195660579282,24.114412130978458,23.875577724914553,25.606245803389168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  20:00:00,28.4,34.6623547780933,23.083166012634504,23.950463118857986,23.958586855525603,23.694791333691214,24.98902721876226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  21:00:00,27.3,30.779347680453558,23.015371562834588,23.829267899893637,23.856950295268156,23.594824485767056,24.684081270123695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  22:00:00,26.7,28.138891805589015,22.97147655345753,23.7551776701956,23.795164031038688,23.535974280493697,24.51865188085588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  23:00:00,26.1,26.197683803168655,22.925748937750015,23.695853857204153,23.743288858376687,23.494664725835058,24.41607138210755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/06  24:00:00,25.5,24.704017741537992,23.00031976873986,23.755891219705344,23.804387249731896,23.571632716812257,24.44034228693587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 08/07  01:00:00,25.3,23.520734286819433,22.999257418302058,23.71970349404514,23.76992465459707,23.549435847519767,24.380152795409558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
