Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATTIC:Zone Air Temperature [C](Hourly),CORE_ZN:Zone Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Air Temperature [C](Hourly),ExteriorLights:Electricity [J](Hourly),Fans:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly) 
 02/25  11:00:00,-1.0250000000000001,7.991179865592845,17.379037427638774,17.804825500485403,17.397923199276022,16.024643184415478,16.060351581252583,0.0,0.0,9900096.523200002,5940057.91392,15840154.43712,0.0,0.0 
 02/25  12:00:00,0.4166666666666667,15.453099093127529,17.546240859005906,18.716554235411156,17.322865990590074,16.234084686135663,16.349710856611807,0.0,0.0,9900096.523200002,5940057.91392,15840154.43712,0.0,0.0 
 02/25  13:00:00,1.5833333333333333,20.608589825587845,17.707005864949355,19.31087833686587,17.11250024972463,16.375218700769683,16.571758494894056,0.0,0.0,6930067.566240001,2970028.95696,9900096.523200002,0.0,0.0 
 02/25  14:00:00,2.6416666666666666,22.007179954096213,17.750157617219465,19.30707146029032,17.107429148126965,16.44173640667323,16.702049019324622,0.0,0.0,6930067.566240001,2970028.95696,9900096.523200002,0.0,0.0 
 02/25  15:00:00,3.6833333333333336,20.504443712800242,17.783945752851164,19.063207163805647,17.12494787951437,16.494573197060394,17.01540402851256,0.0,0.0,6930067.566240001,2970028.95696,9900096.523200002,0.0,0.0 
 02/25  16:00:00,3.8083333333333336,18.8143109940079,17.806969269703202,19.17466277054535,17.097115824481886,16.504944926905225,17.651558783076045,0.0,0.0,6930067.566240001,2970028.95696,9900096.523200002,0.0,0.0 
 02/25  17:00:00,3.3666666666666667,15.939708310565742,17.81504847675158,18.92216712433479,16.99467885743341,16.45611843849217,17.93776104713137,0.0,0.0,6930067.566240001,2970028.95696,9900096.523200002,0.0,0.0 
 02/25  18:00:00,2.9083333333333337,10.920915240213267,17.808599444300445,18.262001960122465,16.779593187946848,16.3032967191646,17.512434378282176,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/25  19:00:00,2.0583333333333336,5.6180108684104555,16.982163677760983,17.17351279774623,16.03746309145929,15.666968533775595,16.366472664424318,6909000.0,0.0,5940057.91392,990009.6523200001,13839067.566240001,0.0,0.0 
 02/25  20:00:00,0.9583333333333334,1.8171185419315306,16.608563991789097,16.654478786696988,15.65336039794043,15.336258381027585,15.807030138959812,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/25  21:00:00,-0.14166666666666664,-0.509071600575164,16.390297920040194,16.325864778981863,15.391695976336479,15.118062282004013,15.498181204034637,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/25  22:00:00,-0.8333333333333334,-2.116685404766972,16.223208733986024,16.074694443141162,15.184885805645882,14.949363607605372,15.276624382019763,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/25  23:00:00,-1.2916666666666667,-3.2340790259854395,16.09358837088742,15.867911125457326,15.019769020335664,14.816192417662812,15.108052861041513,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/25  24:00:00,-1.7333333333333334,-4.089495065694105,15.97053240084786,15.665405144850775,14.863258109479062,14.688801632152122,14.950133197447082,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  01:00:00,-1.9583333333333333,-4.758189290981594,15.860739157386325,15.484858131775,14.727635580287007,14.5747373644693,14.80848243488901,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  02:00:00,-2.1166666666666667,-5.23266760049178,15.758065917255246,15.315264511344447,14.59549870293359,14.466333252984908,14.674119633835522,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  03:00:00,-2.2583333333333333,-5.600276458492238,15.655416157166917,15.149383738168654,14.464064461306583,14.358084875805906,14.541609178136198,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  04:00:00,-2.475,-5.976974406836098,15.549294698599136,14.986294194341527,14.33178152560996,14.248356680049826,14.407920912605283,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  05:00:00,-2.7750000000000004,-6.631136788096046,15.435624856632048,14.821917317377862,14.194091286162525,14.132813439020438,14.268285648620392,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  06:00:00,-3.0749999999999997,-7.489792575461997,15.319560167072867,14.658163434471007,14.053434095287882,14.013490343712403,14.12544345741896,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  07:00:00,-2.850000000000001,-8.237855881367066,15.231960545455998,14.527122307127492,13.94403998350503,13.922165392148065,14.013958276315469,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  08:00:00,-2.308333333333333,-8.135529113722635,15.179194912384554,14.495910451644958,13.989332543780355,13.890499576581135,13.967356563671592,1381800.0,0.0,5940057.91392,990009.6523200001,8311867.5662400015,0.0,0.0 
 02/26  09:00:00,-1.75,-5.128442157760019,15.170505845685781,14.849603880583492,14.652910798131531,13.983150726718483,14.045176637165305,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  10:00:00,-0.6833333333333331,1.4624759356086283,15.228110698534655,15.3725393418592,15.180561990368007,14.1902583063805,14.251873210403337,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  11:00:00,0.6583333333333333,8.062018477050387,15.334125201965302,15.720627504976314,15.272347967090019,14.422280528409656,14.510315241540448,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  12:00:00,2.0166666666666666,11.360361247331864,15.439722239497014,15.851102036507143,15.151688111100242,14.59735983270364,14.70679568798098,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  13:00:00,3.0666666666666664,15.935465227464192,15.544195347585733,16.791047283152693,15.193164232919813,14.75181747876393,14.898164142375116,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  14:00:00,3.8666666666666667,22.029954141599433,15.675159495167625,17.831074093667624,15.334679697618737,14.875046057275457,15.12707592340881,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  15:00:00,4.666666666666667,25.065580975146236,15.817129816177138,18.378548347076116,15.484635280516182,14.976160887491075,15.91806214406477,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  16:00:00,4.825,24.28808687781421,15.914201733671355,18.307743373389886,15.543372565032717,15.048597745034302,16.827700776831993,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  17:00:00,4.583333333333333,19.72674841328376,15.943283295904456,17.687007102742736,15.4841823996289,15.064352579010793,16.93273770070559,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  18:00:00,4.325,13.383826362649641,15.92609211690173,16.92007864602945,15.30384344099973,14.962627736315454,16.340099979297854,0.0,0.0,5940057.91392,990009.6523200001,6930067.5662400015,0.0,0.0 
 02/26  19:00:00,3.5,7.49984150372473,15.828764660045422,16.351958162696327,15.062878756479527,14.774820082722952,15.66795500229035,6909000.0,0.0,5940057.91392,990009.6523200001,13839067.566240001,0.0,0.0 
 02/26  20:00:00,2.3583333333333334,3.4434779887847795,15.697689538537164,16.010377572549203,14.863521066954865,14.614997521651253,15.269777997419771,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  21:00:00,1.2,0.7470253387497477,15.585814769246952,15.775298058954611,14.708479452524477,14.495622638774634,15.053200928949465,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  22:00:00,0.525,-1.3630593949184295,15.50564699076157,15.597664940896479,14.592733172038892,14.408199922601442,14.91172589142492,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  23:00:00,0.16666666666666666,-2.8127204240503842,15.456855399167784,15.459583009676154,14.50683686011874,14.34935749230638,14.81355763803443,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/26  24:00:00,-0.17500000000000002,-3.766760335623139,15.409907448008399,15.3320955822817,14.421362789846365,14.291908803195758,14.722297638573258,8290800.0,0.0,5940057.91392,990009.6523200001,15220867.566240001,0.0,0.0 
 02/27  01:00:00,-0.47500000000000003,-4.455266836447328,15.45853696677934,15.299193365397082,14.426110982953839,14.321332482517825,14.717865975604942,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/27  02:00:00,-0.775,-5.097159500340768,15.442118410363598,15.206868377871965,14.372907840513646,14.291757701603734,14.655200946119045,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/27  03:00:00,-1.075,-5.7035193719252115,15.401839403835991,15.092998805945621,14.29957409523025,14.24200266393993,14.571689779383505,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/27  04:00:00,-1.2,-6.259159498803018,15.359780670653358,14.982983383137231,14.228885378241566,14.190195849490543,14.489194941741632,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/27  05:00:00,-1.2,-6.530542616550076,15.322410854762097,14.88286398731392,14.162995252526022,14.142697135244573,14.414654725590381,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/27  06:00:00,-1.2,-6.643848402287936,15.305837006164134,14.805157865505224,14.116076997553323,14.114248524826971,14.360504469534193,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 02/27  07:00:00,-0.9083333333333335,-6.4557779934433865,20.984354600066226,20.981311994018515,20.977422722264325,20.97751851637634,20.978892643287562,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,95951429.18297336 
 02/27  08:00:00,-0.46666666666666673,-5.568065913840454,21.0,20.999999999999993,20.99999999999996,20.99999999999997,20.999999999999982,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,61753376.921185344 
 02/27  09:00:00,-0.008333333333333331,-3.8596629326558833,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,55271744.6568023 
 02/27  10:00:00,0.7833333333333333,-1.5168453594564697,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,45538939.99607976 
 02/27  11:00:00,1.7833333333333332,0.7784248328999115,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,38932153.692478225 
 02/27  12:00:00,2.783333333333333,2.9356755603164433,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,33634446.556461096 
 02/27  13:00:00,3.375,4.741096025094482,21.0,21.0,21.0,21.0,21.0,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,0.0,23982852.51088997 
 02/27  14:00:00,3.6750000000000003,5.772868617379136,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,27609710.03608168 
 02/27  15:00:00,3.975,6.134798299314094,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,25380438.80357342 
 02/27  16:00:00,4.158333333333333,5.923147667733513,21.0,21.000000000000004,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,23929446.167376902 
 02/27  17:00:00,4.2,5.178642433424322,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,23119772.49220564 
 02/27  18:00:00,4.258333333333334,3.819432490169074,21.0,21.0,21.0,21.0,21.0,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,0.0,20613429.435100455 
 02/27  19:00:00,3.9500000000000006,2.3301180083282307,21.0,21.0,21.0,21.0,21.0,5527200.0,0.0,7920077.218560001,5940057.91392,19387335.13248,0.0,21923089.2845427 
 02/27  20:00:00,3.2916666666666665,0.752245565471187,21.0,21.0,20.999999999999996,21.0,21.0,8290800.0,0.0,7920077.218560001,5940057.91392,22150935.13248,0.0,23244176.56509334 
 02/27  21:00:00,2.65,-0.830927321464869,21.0,21.0,21.0,21.0,21.0,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,23625415.548224766 
 02/27  22:00:00,2.1666666666666665,-2.3078512771573365,21.0,21.0,21.0,21.0,21.0,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,24147527.612847853 
 02/27  23:00:00,1.7666666666666666,-3.2907929193268646,19.080573674633328,18.44333912858296,18.311510867024168,18.40831187757842,18.357899859261604,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 02/27  24:00:00,1.366666666666667,-3.9483069947671994,18.271552784257107,17.46615325869311,17.304444695339214,17.423644215360635,17.36145232095312,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/28  01:00:00,1.2,-4.203036227459385,17.98014965746185,17.100706119115326,16.910254012303565,17.052693375409643,16.97013202832169,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/28  02:00:00,1.2583333333333333,-3.891949769968939,17.751096308293615,16.827442034343843,16.62154252554937,16.778510637076067,16.681288441013443,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/28  03:00:00,1.3,-3.26665745752503,17.559199119587664,16.603338107581884,16.384435946071033,16.556431076049364,16.45070500192202,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/28  04:00:00,1.5916666666666668,-2.635950198596847,17.403217870370614,16.417995610329047,16.191452134391096,16.378310244396037,16.261421920140876,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/28  05:00:00,2.091666666666667,-2.0878083787956694,17.28128975632831,16.266698861103166,16.03642071918759,16.231350918728356,16.10680205937548,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 02/28  06:00:00,2.591666666666667,-1.6209790997650835,17.19936420628755,16.155530264684696,15.92268249428984,16.124263402405077,15.992404205238941,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 02/28  07:00:00,2.858333333333333,-1.241029673127665,20.99253811495375,20.987992183287894,20.98686428763504,20.98785510016023,20.987198980747028,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,66032119.84974812 
 02/28  08:00:00,3.016666666666667,-0.6209080159360468,21.0,21.0,21.0,21.0,21.0,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,43318869.3616277 
 02/28  09:00:00,3.158333333333333,1.4063252192291813,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,35469075.77511722 
 02/28  10:00:00,3.4333333333333336,5.74903813438553,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,26566262.259611383 
 02/28  11:00:00,3.775,10.76410133552658,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,20633708.890884846 
 02/28  12:00:00,4.133333333333334,14.732170206153183,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,16670622.09249834 
 02/28  13:00:00,4.008333333333334,16.83113561172951,21.0,21.1597892212773,21.0,21.0,21.0,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,0.0,9594971.469745783 
 02/28  14:00:00,3.5666666666666664,17.35839699347949,21.0,21.000087614707276,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,13953046.992471896 
 02/28  15:00:00,3.108333333333333,16.4447658794067,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,13070074.877877057 
 02/28  16:00:00,2.316666666666667,14.538838383509534,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,13422922.372818403 
 02/28  17:00:00,1.2583333333333333,11.566052439298977,21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,15754654.408079473 
 02/28  18:00:00,0.21666666666666667,7.376940613238168,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,0.0,13477899.860447146 
 02/28  19:00:00,-0.19999999999999998,3.247117367723797,20.999999999999996,20.999999999999996,20.999999999999996,20.999999999999996,20.999999999999996,5527200.0,0.0,7920077.218560001,5940057.91392,19387335.13248,0.0,15790330.01813777 
 02/28  20:00:00,-0.25833333333333336,0.5952922981255911,21.0,21.0,21.0,21.0,21.0,8290800.0,0.0,7920077.218560001,5940057.91392,22150935.13248,0.0,17973578.464980472 
 02/28  21:00:00,-0.35833333333333334,-0.9352211592295596,21.0,21.0,21.0,21.0,21.0,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,18315167.655343205 
 02/28  22:00:00,-0.39999999999999997,-1.9697869397789354,21.0,21.0,21.0,21.0,21.0,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,19023098.981635474 
 02/28  23:00:00,-0.39999999999999997,-2.3992343708422754,19.177215819796295,18.728950912068882,18.4645945452706,18.52998804616211,18.552589564591383,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 02/28  24:00:00,-0.34166666666666673,-2.440648547831483,18.451955033916224,17.876033575284957,17.549077855423054,17.624259973609938,17.659868097374027,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/01  01:00:00,-0.18333333333333335,-2.4402295590257737,18.203646590323228,17.566925388004357,17.215126466049245,17.30134316706832,17.331826012299846,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/01  02:00:00,0.016666666666666663,-2.885567256533704,17.990322114986885,17.30995226482309,16.949701344253175,17.047747898124655,17.070004733121937,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/01  03:00:00,0.15833333333333333,-3.1670780244282515,17.803432694874243,17.07220997120528,16.714137159594035,16.826036893629986,16.835171345399324,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/01  04:00:00,0.25833333333333336,-3.3835149825543116,17.631025482661617,16.851125408751304,16.500969691400254,16.621579212909,16.61751369844325,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/01  05:00:00,0.3,-3.61721279476045,17.465722259606295,16.641457778970196,16.29589629955467,16.426574733980633,16.40979825053797,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/01  06:00:00,0.3,-3.938404599643936,17.329170163807166,16.45802348105916,16.117320380414426,16.258951081603186,16.228549919044514,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 03/01  07:00:00,0.5333333333333333,-4.285217284555229,20.992915451478947,20.989200328703074,20.987629227046273,20.988318255506353,20.98814912987974,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,61730759.147641055 
 03/01  08:00:00,0.875,-3.9450065250657933,21.0,21.0,21.0,21.0,21.0,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,40302178.44546435 
 03/01  09:00:00,1.2333333333333334,-0.6772477558545908,20.999999999999996,20.999999999999996,20.999999999999996,20.999999999999996,20.999999999999996,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,33790399.62903849 
 03/01  10:00:00,1.925,6.560111226661227,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,23032832.394980054 
 03/01  11:00:00,2.883333333333333,15.107909898886042,21.0,21.001518481763043,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,16209627.168906815 
 03/01  12:00:00,3.8249999999999997,22.280906434493886,21.000000000000004,21.39046168359434,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,13355075.0446592 
 03/01  13:00:00,4.958333333333334,26.7068488578082,21.0,22.338312444961957,21.0,21.0,21.0,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,0.0,7142497.236432389 
 03/01  14:00:00,6.2,27.323415537358187,21.0,21.891359581937508,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,8399550.507980386 
 03/01  15:00:00,7.458333333333333,23.840162347090402,21.000000000000004,21.473540402717976,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,6154824.9970896095 
 03/01  16:00:00,7.533333333333335,20.347787606175643,21.0,21.31878181206899,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,5334372.079308685 
 03/01  17:00:00,6.791666666666667,17.737433502178142,21.000000000000004,21.08700478404237,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,5916917.809301183 
 03/01  18:00:00,6.033333333333334,13.784731024926218,21.000000000000004,21.000000000003762,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,0.0,6881687.503710592 
 03/01  19:00:00,4.883333333333334,8.749857594698314,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,21.000000000000004,5527200.0,0.0,7920077.218560001,5940057.91392,19387335.13248,0.0,10274500.68723705 
 03/01  20:00:00,3.5416666666666665,4.3074204646685175,20.999999999999996,20.999999999999996,20.999999999999996,20.999999999999996,20.999999999999996,8290800.0,0.0,7920077.218560001,5940057.91392,22150935.13248,0.0,12983983.967505265 
 03/01  21:00:00,2.183333333333333,1.4112743769980811,21.0,21.0,21.0,21.0,21.0,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,14228913.95701888 
 03/01  22:00:00,1.366666666666667,-0.5626237370652095,21.0,21.0,21.0,21.0,21.0,8290800.0,0.0,7920077.218560001,3960038.6092800004,20170915.82784,0.0,15355631.863195779 
 03/01  23:00:00,0.9666666666666667,-1.78452128232957,19.373162540013702,19.087602439497662,18.790140196415784,18.739199821266652,18.74371319291141,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 03/01  24:00:00,0.5666666666666667,-2.626302407187604,18.690298974329792,18.30494311042605,17.948319237694292,17.885176394320435,17.890112124404435,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/02  01:00:00,0.10833333333333334,-3.2877031593996118,18.425323257907394,17.96504244293099,17.597788304282144,17.545929776883558,17.529740328452288,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/02  02:00:00,-0.39166666666666666,-4.101825095121097,18.173782180786514,17.65289364070897,17.284478355112594,17.24725912916978,17.216121936209344,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/02  03:00:00,-0.8916666666666666,-5.0522372128825275,17.94084485084579,17.365237717288597,16.999590950730163,16.977705674605133,16.933884912442107,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/02  04:00:00,-1.2750000000000001,-5.926706557973667,17.72490047212356,17.09476758749769,16.73651503608226,16.729844740104152,16.67361508026944,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/02  05:00:00,-1.633333333333333,-6.406608938806392,17.51865644073227,16.832526983853565,16.48571857911256,16.49419069752476,16.424897101452476,8290800.0,0.0,7920077.218560001,990009.6523200001,17200886.87088,0.0,0.0 
 03/02  06:00:00,-1.9749999999999999,-6.543654808837967,17.341240624700053,16.600578008648238,16.25772865305596,16.28581591346041,16.203814752222623,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,0.0 
 03/02  07:00:00,-1.6916666666666667,-6.460258729372335,20.992902766792394,20.989712719047045,20.988217701139636,20.988355996600244,20.987989278663466,8290800.0,0.0,7920077.218560001,1980019.3046400002,18190896.5232,0.0,59751784.74935122 
 03/02  08:00:00,-0.9333333333333335,-5.782441658701039,21.0,21.0,21.0,21.0,20.999999999999996,0.0,0.0,7920077.218560001,5940057.91392,13860135.132480001,0.0,38891039.93519904 
 03/02  09:00:00,-0.19166666666666665,-2.1825416303173952,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,34146166.14283624 
 03/02  10:00:00,1.5,5.698817084081736,21.0,21.0,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,22187435.304584328 
 03/02  11:00:00,3.9583333333333335,15.02658120587436,21.0,21.012263181718176,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,13516659.12896651 
 03/02  12:00:00,6.400000000000001,22.509123129609932,21.0,21.382827494248144,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,8819213.03827893 
 03/02  13:00:00,7.866666666666667,28.687336310935375,21.001914996738456,22.700622601742168,21.000000000000004,21.000000000000004,21.000000000000004,0.0,0.0,15840154.437120002,17820173.74176,33660328.17888,0.0,3777519.8697977304 
 03/02  14:00:00,8.608333333333333,32.843028345209795,21.00000050431022,23.1787743579937,21.0,21.0,21.0,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,4695398.968882864 
 03/02  15:00:00,9.366666666666667,33.63154071029117,21.042824974127793,23.469675858241697,21.0,21.0,21.20237191553201,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,2469476.819585082 
 03/02  16:00:00,9.35,31.206506370740556,21.14577741755357,23.328945016003626,21.000000000000004,21.000000000000004,21.942323163681607,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,1966403.2038551248 
 03/02  17:00:00,8.75,25.78648200402454,21.14604155299726,22.690499133903852,21.0,21.0,22.04674082152717,0.0,0.0,17820173.74176,17820173.74176,35640347.48352,0.0,2098278.7364950934 
 03/02  18:00:00,8.15,18.844597025503866,21.094990626649842,21.96112565054479,21.0,21.0,21.424903148983265,0.0,0.0,9900096.523200002,9900096.523200002,19800193.046400003,0.0,3089730.440516646 
 03/02  19:00:00,6.908333333333334,12.28706124148105,21.00000003660866,21.237949181311237,21.000000000000004,21.000000000000004,21.000001955329594,5527200.0,0.0,7920077.218560001,5940057.91392,19387335.13248,0.0,5861080.813979697 
 03/02  20:00:00,5.208333333333333,7.517860262530843,20.999999999999996,21.000000000345704,20.999999999999996,20.999999999999996,20.999999999999996,8290800.0,0.0,7920077.218560001,5940057.91392,22150935.13248,0.0,8838585.540309403 
